# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.218
 8.8571      0.026         11.577
 8.7857      0.032         14.892
 8.7143      0.038         18.157
 8.6429      0.045         21.363
 8.5714      0.051         24.497
 8.5000      0.057         27.545
 8.4286      0.063         30.481
 8.3571      0.069         33.272
 8.2857      0.075         35.862
 8.2143      0.082         38.153
 8.1429      0.088         39.940
 8.0714      0.094         40.646
 8.0000      0.100         34.338
