# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          5.380
 8.8571      0.026          7.307
 8.7857      0.032          9.207
 8.7143      0.038         11.076
 8.6429      0.045         12.909
 8.5714      0.051         14.699
 8.5000      0.057         16.435
 8.4286      0.063         18.103
 8.3571      0.069         19.683
 8.2857      0.075         21.141
 8.2143      0.082         22.418
 8.1429      0.088         23.396
 8.0714      0.094         23.739
 8.0000      0.100         20.604
