# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.354
 8.8571      0.026         12.204
 8.7857      0.032         16.009
 8.7143      0.038         19.761
 8.6429      0.045         23.450
 8.5714      0.051         27.063
 8.5000      0.057         30.582
 8.4286      0.063         33.983
 8.3571      0.069         37.227
 8.2857      0.075         40.254
 8.2143      0.082         42.957
 8.1429      0.088         45.109
 8.0714      0.094         46.064
 8.0000      0.100         37.844
