# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.851
 8.8571      0.026          9.986
 8.7857      0.032         12.090
 8.7143      0.038         14.157
 8.6429      0.045         16.181
 8.5714      0.051         18.153
 8.5000      0.057         20.061
 8.4286      0.063         21.889
 8.3571      0.069         23.612
 8.2857      0.075         25.192
 8.2143      0.082         26.561
 8.1429      0.088         27.581
 8.0714      0.094         27.884
 8.0000      0.100         24.970
