# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.657
 8.8571      0.026         11.786
 8.7857      0.032         12.893
 8.7143      0.038         13.975
 8.6429      0.045         15.027
 8.5714      0.051         16.045
 8.5000      0.057         17.020
 8.4286      0.063         17.944
 8.3571      0.069         18.802
 8.2857      0.075         19.574
 8.2143      0.082         20.226
 8.1429      0.088         20.699
 8.0714      0.094         20.868
 8.0000      0.100         20.371
