# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.866
 8.8571      0.026         10.126
 8.7857      0.032         12.354
 8.7143      0.038         14.543
 8.6429      0.045         16.687
 8.5714      0.051         18.778
 8.5000      0.057         20.802
 8.4286      0.063         22.743
 8.3571      0.069         24.576
 8.2857      0.075         26.258
 8.2143      0.082         27.720
 8.1429      0.088         28.817
 8.0714      0.094         29.155
 8.0000      0.100         25.894
