# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.176
 8.8571      0.026         11.498
 8.7857      0.032         14.776
 8.7143      0.038         18.003
 8.6429      0.045         21.168
 8.5714      0.051         24.261
 8.5000      0.057         27.264
 8.4286      0.063         30.154
 8.3571      0.069         32.895
 8.2857      0.075         35.432
 8.2143      0.082         37.666
 8.1429      0.088         39.393
 8.0714      0.094         40.044
 8.0000      0.100         34.283
