# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.816
 8.8571      0.026          9.641
 8.7857      0.032         11.437
 8.7143      0.038         13.201
 8.6429      0.045         14.925
 8.5714      0.051         16.604
 8.5000      0.057         18.225
 8.4286      0.063         19.775
 8.3571      0.069         21.232
 8.2857      0.075         22.562
 8.2143      0.082         23.706
 8.1429      0.088         24.547
 8.0714      0.094         24.777
 8.0000      0.100         22.606
