# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.109
 8.8571      0.026         10.953
 8.7857      0.032         13.760
 8.7143      0.038         16.521
 8.6429      0.045         19.229
 8.5714      0.051         21.874
 8.5000      0.057         24.440
 8.4286      0.063         26.907
 8.3571      0.069         29.245
 8.2857      0.075         31.404
 8.2143      0.082         33.298
 8.1429      0.088         34.750
 8.0714      0.094         35.263
 8.0000      0.100         30.497
