# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.941
 8.8571      0.026         10.682
 8.7857      0.032         13.386
 8.7143      0.038         16.048
 8.6429      0.045         18.661
 8.5714      0.051         21.213
 8.5000      0.057         23.692
 8.4286      0.063         26.078
 8.3571      0.069         28.341
 8.2857      0.075         30.434
 8.2143      0.082         32.276
 8.1429      0.088         33.695
 8.0714      0.094         34.211
 8.0000      0.100         29.352
