# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.277
 8.8571      0.026          8.900
 8.7857      0.032         10.496
 8.7143      0.038         12.061
 8.6429      0.045         13.590
 8.5714      0.051         15.074
 8.5000      0.057         16.505
 8.4286      0.063         17.869
 8.3571      0.069         19.148
 8.2857      0.075         20.310
 8.2143      0.082         21.305
 8.1429      0.088         22.033
 8.0714      0.094         22.245
 8.0000      0.100         20.751
