# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.858
 8.8571      0.026         10.183
 8.7857      0.032         12.473
 8.7143      0.038         14.723
 8.6429      0.045         16.925
 8.5714      0.051         19.070
 8.5000      0.057         21.145
 8.4286      0.063         23.133
 8.3571      0.069         25.007
 8.2857      0.075         26.724
 8.2143      0.082         28.212
 8.1429      0.088         29.325
 8.0714      0.094         29.666
 8.0000      0.100         26.606
