# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.720
 8.8571      0.026         11.925
 8.7857      0.032         14.104
 8.7143      0.038         16.251
 8.6429      0.045         18.361
 8.5714      0.051         20.426
 8.5000      0.057         22.435
 8.4286      0.063         24.372
 8.3571      0.069         26.215
 8.2857      0.075         27.925
 8.2143      0.082         29.436
 8.1429      0.088         30.606
 8.0714      0.094         31.027
 8.0000      0.100         26.532
