# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.060
 8.8571      0.026         11.110
 8.7857      0.032         14.119
 8.7143      0.038         17.082
 8.6429      0.045         19.989
 8.5714      0.051         22.829
 8.5000      0.057         25.587
 8.4286      0.063         28.242
 8.3571      0.069         30.760
 8.2857      0.075         33.092
 8.2143      0.082         35.144
 8.1429      0.088         36.730
 8.0714      0.094         37.320
 8.0000      0.100         31.945
