# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.863
 8.8571      0.026          9.666
 8.7857      0.032         11.441
 8.7143      0.038         13.183
 8.6429      0.045         14.886
 8.5714      0.051         16.543
 8.5000      0.057         18.143
 8.4286      0.063         19.672
 8.3571      0.069         21.109
 8.2857      0.075         22.419
 8.2143      0.082         23.544
 8.1429      0.088         24.370
 8.0714      0.094         24.595
 8.0000      0.100         22.527
