# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.669
 8.8571      0.026          9.218
 8.7857      0.032         10.742
 8.7143      0.038         12.237
 8.6429      0.045         13.698
 8.5714      0.051         15.118
 8.5000      0.057         16.489
 8.4286      0.063         17.798
 8.3571      0.069         19.025
 8.2857      0.075         20.142
 8.2143      0.082         21.098
 8.1429      0.088         21.794
 8.0714      0.094         21.973
 8.0000      0.100         20.295
