# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.109
 8.8571      0.026         11.229
 8.7857      0.032         14.307
 8.7143      0.038         17.338
 8.6429      0.045         20.312
 8.5714      0.051         23.218
 8.5000      0.057         26.040
 8.4286      0.063         28.756
 8.3571      0.069         31.334
 8.2857      0.075         33.720
 8.2143      0.082         35.822
 8.1429      0.088         37.447
 8.0714      0.094         38.056
 8.0000      0.100         32.538
