# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.463
 8.8571      0.026          9.323
 8.7857      0.032         11.155
 8.7143      0.038         12.953
 8.6429      0.045         14.713
 8.5714      0.051         16.425
 8.5000      0.057         18.081
 8.4286      0.063         19.664
 8.3571      0.069         21.154
 8.2857      0.075         22.516
 8.2143      0.082         23.691
 8.1429      0.088         24.558
 8.0714      0.094         24.803
 8.0000      0.100         22.502
