 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    1.89318e-02    1.91432e-02   -2.11426e-04
 900.842    1.52895e-02    1.54277e-02   -1.38227e-04
 907.472    1.61128e-02    1.60194e-02    9.33853e-05
 914.084    1.53113e-02    1.52914e-02    1.99371e-05
 920.678    1.63949e-02    1.67794e-02   -3.84461e-04
 927.255    1.46788e-02    1.50970e-02   -4.18171e-04
 933.815    9.38364e-03    9.69466e-03   -3.11017e-04
 940.358    1.14785e-02    1.14873e-02   -8.77104e-06
 946.883    1.06557e-02    1.05617e-02    9.40173e-05
 953.391    1.10457e-02    1.10168e-02    2.88886e-05
 959.883    1.21224e-02    1.20885e-02    3.39347e-05
 966.357    1.29592e-02    1.31661e-02   -2.06871e-04
 972.814    1.42095e-02    1.43027e-02   -9.31994e-05
 979.255    1.42722e-02    1.44480e-02   -1.75761e-04
 985.679    1.57262e-02    1.55440e-02    1.82157e-04
 992.086    1.56996e-02    1.58125e-02   -1.12871e-04
 998.476    1.56494e-02    1.56199e-02    2.95455e-05
1004.850    1.45844e-02    1.47065e-02   -1.22105e-04
1011.208    1.47796e-02    1.48986e-02   -1.18964e-04
1017.548    1.48488e-02    1.49225e-02   -7.36976e-05
1023.873    1.45042e-02    1.44249e-02    7.93220e-05
1030.181    1.47764e-02    1.45125e-02    2.63857e-04
1036.473    1.42398e-02    1.42570e-02   -1.71881e-05
1042.749    1.38391e-02    1.39450e-02   -1.05870e-04
1049.009    1.40740e-02    1.39517e-02    1.22297e-04
1055.253    1.38539e-02    1.36143e-02    2.39558e-04
1061.481    1.33114e-02    1.31938e-02    1.17594e-04
1067.693    1.26866e-02    1.25326e-02    1.53961e-04
1073.889    1.25556e-02    1.23551e-02    2.00509e-04
1080.069    1.19450e-02    1.19992e-02   -5.42245e-05
1086.234    1.13146e-02    1.13947e-02   -8.01316e-05
1092.383    1.09155e-02    1.09583e-02   -4.28318e-05
1098.516    9.78086e-03    9.64012e-03    1.40736e-04
1104.634    9.14726e-03    9.09717e-03    5.00904e-05
1110.737    8.68589e-03    8.66220e-03    2.36881e-05
1116.824    6.38914e-03    6.54247e-03   -1.53325e-04
1122.896    5.52022e-03    5.52119e-03   -9.69128e-07
1128.953    5.73307e-03    5.73952e-03   -6.45383e-06
1134.995    5.53089e-03    5.50488e-03    2.60083e-05
1141.021    6.51450e-03    6.28991e-03    2.24593e-04
1147.033    6.01447e-03    5.90622e-03    1.08251e-04
1153.030    6.41351e-03    6.40646e-03    7.04763e-06
1159.012    7.73202e-03    7.87489e-03   -1.42871e-04
1164.979    8.98986e-03    9.07183e-03   -8.19717e-05
1170.931    9.33587e-03    9.32535e-03    1.05167e-05
1176.869    8.84003e-03    9.26085e-03   -4.20820e-04
1182.792    8.84047e-03    8.76634e-03    7.41255e-05
1188.701    8.81367e-03    8.68566e-03    1.28007e-04
1194.595    8.93295e-03    8.92693e-03    6.01783e-06
1200.475    8.71649e-03    8.57375e-03    1.42738e-04
1206.341    8.84166e-03    8.87372e-03   -3.20622e-05
1212.193    8.80208e-03    8.74530e-03    5.67821e-05
