 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    7.67736e-02    7.68805e-02   -1.06931e-04
 406.081    7.57423e-02    7.56988e-02    4.34560e-05
 406.913    7.58666e-02    7.56623e-02    2.04347e-04
 407.746    7.68862e-02    7.66487e-02    2.37520e-04
 408.578    7.77716e-02    7.77117e-02    5.99276e-05
 409.411    7.83145e-02    7.82469e-02    6.76157e-05
 410.243    7.88953e-02    7.87559e-02    1.39397e-04
 411.075    7.98004e-02    7.96706e-02    1.29820e-04
 411.907    8.04350e-02    8.03699e-02    6.51492e-05
 412.739    8.05856e-02    8.02756e-02    3.10042e-04
 413.571    7.97881e-02    7.98212e-02   -3.30657e-05
 414.403    7.97794e-02    7.96237e-02    1.55658e-04
 415.235    7.97190e-02    7.95307e-02    1.88330e-04
 416.067    7.87684e-02    7.89786e-02   -2.10174e-04
 416.899    7.78708e-02    7.77883e-02    8.24852e-05
 417.730    7.64024e-02    7.62056e-02    1.96837e-04
 418.562    7.45426e-02    7.45769e-02   -3.42919e-05
 419.393    7.35333e-02    7.34113e-02    1.21989e-04
 420.225    7.29778e-02    7.31392e-02   -1.61377e-04
 421.056    7.30459e-02    7.32029e-02   -1.56999e-04
 421.888    7.22232e-02    7.24374e-02   -2.14196e-04
 422.719    7.09003e-02    7.08455e-02    5.47691e-05
 423.550    6.97054e-02    6.95933e-02    1.12139e-04
 424.382    6.93152e-02    6.91430e-02    1.72162e-04
 425.213    6.87416e-02    6.87623e-02   -2.07149e-05
 426.044    6.77964e-02    6.77433e-02    5.30987e-05
 426.875    6.57370e-02    6.59647e-02   -2.27711e-04
 427.706    6.33719e-02    6.33339e-02    3.80288e-05
 428.537    5.96846e-02    5.97054e-02   -2.08250e-05
 429.368    5.59504e-02    5.59078e-02    4.26014e-05
 430.199    5.42056e-02    5.41543e-02    5.12799e-05
 431.030    5.59968e-02    5.61074e-02   -1.10608e-04
 431.860    6.05366e-02    6.04576e-02    7.90320e-05
 432.691    6.40562e-02    6.41485e-02   -9.23243e-05
 433.522    6.59249e-02    6.60201e-02   -9.52135e-05
 434.352    6.73971e-02    6.73472e-02    4.99058e-05
 435.183    6.92422e-02    6.91224e-02    1.19760e-04
 436.013    7.04444e-02    7.06621e-02   -2.17681e-04
 436.844    7.08457e-02    7.08414e-02    4.27878e-06
 437.674    6.95456e-02    6.97187e-02   -1.73056e-04
 438.504    6.88813e-02    6.85919e-02    2.89442e-04
 439.335    6.85937e-02    6.86031e-02   -9.38184e-06
 440.165    6.97557e-02    6.97126e-02    4.31068e-05
 440.995    7.12219e-02    7.11602e-02    6.16864e-05
 441.825    7.24825e-02    7.23573e-02    1.25184e-04
 442.655    7.32335e-02    7.30990e-02    1.34543e-04
 443.486    7.33242e-02    7.33826e-02   -5.83602e-05
 444.316    7.31547e-02    7.32818e-02   -1.27146e-04
 445.146    7.30340e-02    7.30352e-02   -1.15712e-06
 445.976    7.30203e-02    7.31874e-02   -1.67097e-04
 446.805    7.44988e-02    7.41288e-02    3.69972e-04
 447.635    7.57802e-02    7.55607e-02    2.19502e-04
 448.465    7.67391e-02    7.69592e-02   -2.20076e-04
 449.295    7.80594e-02    7.81743e-02   -1.14881e-04
 450.125    7.89488e-02    7.90667e-02   -1.17937e-04
 450.954    7.91005e-02    7.91168e-02   -1.63474e-05
 451.784    7.78547e-02    7.80438e-02   -1.89102e-04
 452.613    7.63348e-02    7.65287e-02   -1.93903e-04
 453.443    7.57313e-02    7.56362e-02    9.50699e-05
 454.273    7.58302e-02    7.57020e-02    1.28179e-04
 455.102    7.63817e-02    7.62542e-02    1.27475e-04
 455.931    7.67612e-02    7.67105e-02    5.07350e-05
 456.761    7.69020e-02    7.67729e-02    1.29132e-04
 457.590    7.63676e-02    7.64454e-02   -7.77736e-05
 458.420    7.59093e-02    7.59569e-02   -4.75777e-05
 459.249    7.57392e-02    7.55895e-02    1.49676e-04
 460.078    7.53331e-02    7.54671e-02   -1.34009e-04
 460.907    7.56035e-02    7.54576e-02    1.45929e-04
 461.737    7.53912e-02    7.53310e-02    6.02435e-05
 462.566    7.48044e-02    7.50116e-02   -2.07197e-04
 463.395    7.46132e-02    7.45995e-02    1.37124e-05
 464.224    7.40643e-02    7.42246e-02   -1.60327e-04
 465.053    7.37298e-02    7.39672e-02   -2.37444e-04
 465.882    7.34563e-02    7.38558e-02   -3.99493e-04
 466.711    7.37509e-02    7.39099e-02   -1.59014e-04
 467.540    7.42066e-02    7.40896e-02    1.16965e-04
 468.369    7.49516e-02    7.41814e-02    7.70224e-04
 469.198    7.49251e-02    7.39737e-02    9.51404e-04
 470.027    7.30185e-02    7.35311e-02   -5.12645e-04
 470.855    7.28778e-02    7.30823e-02   -2.04466e-04
 471.684    7.42565e-02    7.27462e-02    1.51034e-03
 472.513    7.18813e-02    7.25332e-02   -6.51930e-04
 473.342    7.17015e-02    7.24694e-02   -7.67870e-04
 474.170    7.22956e-02    7.25118e-02   -2.16183e-04
 474.999    7.19218e-02    7.24564e-02   -5.34562e-04
 475.828    7.13854e-02    7.21831e-02   -7.97718e-04
 476.656    7.21175e-02    7.18504e-02    2.67053e-04
 477.485    7.11579e-02    7.16090e-02   -4.51086e-04
 478.313    7.12267e-02    7.13762e-02   -1.49512e-04
 479.142    7.14483e-02    7.10889e-02    3.59439e-04
 479.970    7.08821e-02    7.08597e-02    2.24402e-05
 480.799    7.02706e-02    7.07602e-02   -4.89617e-04
 481.627    7.12939e-02    7.06520e-02    6.41913e-04
 482.456    7.02356e-02    7.02344e-02    1.21193e-06
 483.284    6.92410e-02    6.91869e-02    5.40618e-05
 484.112    6.75665e-02    6.73323e-02    2.34222e-04
 484.941    6.49374e-02    6.48924e-02    4.49772e-05
 485.769    6.25253e-02    6.27542e-02   -2.28867e-04
 486.597    6.22041e-02    6.19462e-02    2.57885e-04
 487.426    6.26828e-02    6.25339e-02    1.48852e-04
 488.254    6.34998e-02    6.36697e-02   -1.69897e-04
 489.082    6.44137e-02    6.46472e-02   -2.33545e-04
 489.910    6.48805e-02    6.51454e-02   -2.64920e-04
 490.738    6.49261e-02    6.50287e-02   -1.02559e-04
 491.567    6.49336e-02    6.45932e-02    3.40413e-04
 492.395    6.40782e-02    6.44007e-02   -3.22473e-04
 493.223    6.44871e-02    6.46417e-02   -1.54591e-04
 494.051    6.47063e-02    6.50618e-02   -3.55524e-04
 494.879    6.50461e-02    6.52759e-02   -2.29827e-04
