 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    1.02821e-01    1.03446e-01   -6.24561e-04
 406.081    1.01787e-01    1.01983e-01   -1.95877e-04
 406.913    1.02317e-01    1.02073e-01    2.44175e-04
 407.746    1.03059e-01    1.03548e-01   -4.89295e-04
 408.578    1.05484e-01    1.05128e-01    3.56357e-04
 409.411    1.06218e-01    1.05994e-01    2.23654e-04
 410.243    1.06586e-01    1.06818e-01   -2.31971e-04
 411.075    1.08074e-01    1.08183e-01   -1.09417e-04
 411.907    1.09206e-01    1.09245e-01   -3.92247e-05
 412.739    1.09233e-01    1.09218e-01    1.45664e-05
 413.571    1.08455e-01    1.08690e-01   -2.34686e-04
 414.403    1.08702e-01    1.08509e-01    1.93275e-04
 415.235    1.08278e-01    1.08478e-01   -2.00165e-04
 416.067    1.07873e-01    1.07833e-01    4.04564e-05
 416.899    1.06242e-01    1.06329e-01   -8.67734e-05
 417.730    1.04161e-01    1.04289e-01   -1.27763e-04
 418.562    1.02223e-01    1.02174e-01    4.93900e-05
 419.393    1.00705e-01    1.00675e-01    3.04016e-05
 420.225    1.00291e-01    1.00393e-01   -1.02266e-04
 421.056    1.00618e-01    1.00574e-01    4.43569e-05
 421.888    9.97676e-02    9.96283e-02    1.39308e-04
 422.719    9.75742e-02    9.75617e-02    1.25205e-05
 423.550    9.58163e-02    9.59658e-02   -1.49489e-04
 424.382    9.56090e-02    9.54601e-02    1.48905e-04
 425.213    9.46646e-02    9.50324e-02   -3.67779e-04
 426.044    9.39641e-02    9.37157e-02    2.48384e-04
 426.875    9.14695e-02    9.13475e-02    1.21992e-04
 427.706    8.75010e-02    8.77951e-02   -2.94126e-04
 428.537    8.28338e-02    8.28501e-02   -1.63351e-05
 429.368    7.72088e-02    7.76572e-02   -4.48449e-04
 430.199    7.56268e-02    7.52879e-02    3.38892e-04
 431.030    7.80741e-02    7.80653e-02    8.75124e-06
 431.860    8.40500e-02    8.41980e-02   -1.48036e-04
 432.691    8.95350e-02    8.94490e-02    8.59564e-05
 433.522    9.18148e-02    9.21840e-02   -3.69159e-04
 434.352    9.42113e-02    9.41533e-02    5.80264e-05
 435.183    9.64401e-02    9.67381e-02   -2.97990e-04
 436.013    9.87464e-02    9.89935e-02   -2.47050e-04
 436.844    9.94595e-02    9.93486e-02    1.10929e-04
 437.674    9.78847e-02    9.78799e-02    4.78415e-06
 438.504    9.64668e-02    9.64012e-02    6.55838e-05
 439.335    9.62532e-02    9.65140e-02   -2.60758e-04
 440.165    9.79802e-02    9.81681e-02   -1.87923e-04
 440.995    1.00669e-01    1.00307e-01    3.62059e-04
 441.825    1.02448e-01    1.02109e-01    3.39080e-04
 442.655    1.03290e-01    1.03286e-01    3.65626e-06
 443.486    1.03920e-01    1.03827e-01    9.27492e-05
 444.316    1.04084e-01    1.03826e-01    2.58074e-04
 445.146    1.03812e-01    1.03611e-01    2.01296e-04
 445.976    1.04026e-01    1.03948e-01    7.75478e-05
 446.805    1.05425e-01    1.05393e-01    3.15642e-05
 447.635    1.08042e-01    1.07529e-01    5.12837e-04
 448.465    1.09998e-01    1.09615e-01    3.83184e-04
 449.295    1.11200e-01    1.11444e-01   -2.43819e-04
 450.125    1.12846e-01    1.12825e-01    2.12045e-05
 450.954    1.13190e-01    1.13017e-01    1.73095e-04
 451.784    1.11546e-01    1.11613e-01   -6.74552e-05
 452.613    1.09533e-01    1.09577e-01   -4.43287e-05
 453.443    1.08041e-01    1.08418e-01   -3.76696e-04
 454.273    1.08485e-01    1.08612e-01   -1.27285e-04
 455.102    1.09456e-01    1.09489e-01   -3.30028e-05
 455.931    1.09744e-01    1.10226e-01   -4.81855e-04
 456.761    1.10348e-01    1.10400e-01   -5.23871e-05
 457.590    1.10328e-01    1.10018e-01    3.10469e-04
 458.420    1.09234e-01    1.09407e-01   -1.73122e-04
 459.249    1.09192e-01    1.08968e-01    2.23657e-04
 460.078    1.09168e-01    1.08874e-01    2.94246e-04
 460.907    1.09113e-01    1.08937e-01    1.75680e-04
 461.737    1.08895e-01    1.08837e-01    5.77738e-05
 462.566    1.08364e-01    1.08475e-01   -1.11196e-04
 463.395    1.08406e-01    1.07992e-01    4.13793e-04
 464.224    1.07566e-01    1.07562e-01    4.28630e-06
 465.053    1.07914e-01    1.07292e-01    6.22378e-04
 465.882    1.06895e-01    1.07225e-01   -3.29797e-04
 466.711    1.06807e-01    1.07394e-01   -5.87477e-04
