 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 405.248  1.39885e+00  3.14437e-01  2.66012e-02  7.68704e-02  1.46167e-01  5.95873e-02  1.27819e+00  1.20665e-01  1.17455e-01  2.87123e-02
 406.081  1.38347e+00  3.09691e-01  2.60971e-02  7.56888e-02  1.44451e-01  5.87167e-02  1.26511e+00  1.18366e-01  1.16253e-01  2.81983e-02
 406.913  1.38937e+00  3.09655e-01  2.59955e-02  7.56525e-02  1.44955e-01  5.87417e-02  1.27148e+00  1.17887e-01  1.16838e-01  2.81172e-02
 407.746  1.41419e+00  3.13819e-01  2.62508e-02  7.66390e-02  1.47436e-01  5.95645e-02  1.29517e+00  1.19021e-01  1.19015e-01  2.84206e-02
 408.578  1.44048e+00  3.18302e-01  2.65353e-02  7.77021e-02  1.50070e-01  6.04485e-02  1.32019e+00  1.20290e-01  1.21314e-01  2.87555e-02
 409.411  1.45705e+00  3.20622e-01  2.66367e-02  7.82372e-02  1.51689e-01  6.09214e-02  1.33631e+00  1.20737e-01  1.22795e-01  2.88935e-02
 410.243  1.47304e+00  3.22815e-01  2.67201e-02  7.87457e-02  1.53244e-01  6.13690e-02  1.35192e+00  1.21112e-01  1.24230e-01  2.90142e-02
 411.075  1.49633e+00  3.26650e-01  2.69342e-02  7.96598e-02  1.55559e-01  6.21260e-02  1.37425e+00  1.22084e-01  1.26282e-01  2.92772e-02
 411.907  1.51526e+00  3.29584e-01  2.70725e-02  8.03582e-02  1.57420e-01  6.27092e-02  1.39255e+00  1.22707e-01  1.27964e-01  2.94564e-02
 412.739  1.51887e+00  3.29238e-01  2.69378e-02  8.02630e-02  1.57690e-01  6.26656e-02  1.39678e+00  1.22083e-01  1.28353e-01  2.93372e-02
 413.571  1.51532e+00  3.27386e-01  2.66741e-02  7.98078e-02  1.57215e-01  6.23325e-02  1.39445e+00  1.20866e-01  1.28139e-01  2.90769e-02
 414.403  1.51656e+00  3.26581e-01  2.64952e-02  7.96096e-02  1.57238e-01  6.21981e-02  1.39653e+00  1.20031e-01  1.28329e-01  2.89088e-02
 415.235  1.52002e+00  3.26227e-01  2.63593e-02  7.95158e-02  1.57493e-01  6.21516e-02  1.40063e+00  1.19393e-01  1.28706e-01  2.87873e-02
 416.067  1.51512e+00  3.24025e-01  2.60828e-02  7.89629e-02  1.56884e-01  6.17563e-02  1.39701e+00  1.18112e-01  1.28373e-01  2.85105e-02
 416.899  1.49836e+00  3.19235e-01  2.56063e-02  7.77719e-02  1.55048e-01  6.08708e-02  1.38248e+00  1.15887e-01  1.27038e-01  2.80100e-02
 417.730  1.47405e+00  3.12842e-01  2.50060e-02  7.61885e-02  1.52432e-01  5.96798e-02  1.36099e+00  1.13055e-01  1.25064e-01  2.73682e-02
 418.562  1.44830e+00  3.06232e-01  2.43876e-02  7.45593e-02  1.49671e-01  5.84441e-02  1.33815e+00  1.10154e-01  1.22964e-01  2.67071e-02
 419.393  1.43087e+00  3.01484e-01  2.39124e-02  7.33932e-02  1.47773e-01  5.75591e-02  1.32288e+00  1.07995e-01  1.21561e-01  2.62122e-02
 420.225  1.43044e+00  3.00382e-01  2.37246e-02  7.31209e-02  1.47634e-01  5.73678e-02  1.32323e+00  1.07218e-01  1.21593e-01  2.60405e-02
 421.056  1.43652e+00  3.00668e-01  2.36530e-02  7.31847e-02  1.48169e-01  5.74417e-02  1.32956e+00  1.06954e-01  1.22176e-01  2.59935e-02
 421.888  1.42666e+00  2.97582e-01  2.33271e-02  7.24201e-02  1.47063e-01  5.68744e-02  1.32119e+00  1.05469e-01  1.21406e-01  2.56573e-02
 422.719  1.40108e+00  2.91137e-01  2.27455e-02  7.08295e-02  1.44336e-01  5.56689e-02  1.29831e+00  1.02769e-01  1.19304e-01  2.50321e-02
 423.550  1.38233e+00  2.86094e-01  2.22748e-02  6.95784e-02  1.42311e-01  5.47321e-02  1.28175e+00  1.00572e-01  1.17782e-01  2.45286e-02
 424.382  1.37889e+00  2.84317e-01  2.20558e-02  6.91290e-02  1.41867e-01  5.44163e-02  1.27932e+00  9.95734e-02  1.17558e-01  2.43089e-02
 425.213  1.37612e+00  2.82792e-01  2.18545e-02  6.87491e-02  1.41498e-01  5.41442e-02  1.27741e+00  9.87104e-02  1.17383e-01  2.41145e-02
 426.044  1.36028e+00  2.78631e-01  2.14514e-02  6.77313e-02  1.39787e-01  5.33659e-02  1.26334e+00  9.69389e-02  1.16090e-01  2.36970e-02
 426.875  1.32910e+00  2.71353e-01  2.08141e-02  6.59539e-02  1.36504e-01  5.19903e-02  1.23502e+00  9.40793e-02  1.13488e-01  2.30159e-02
 427.706  1.28052e+00  2.60572e-01  1.99167e-02  6.33243e-02  1.31439e-01  4.99431e-02  1.19050e+00  9.00188e-02  1.09397e-01  2.20421e-02
 428.537  1.21132e+00  2.45682e-01  1.87128e-02  5.96970e-02  1.24265e-01  4.71062e-02  1.12675e+00  8.45626e-02  1.03539e-01  2.07256e-02
 429.368  1.13815e+00  2.30074e-01  1.74559e-02  5.59004e-02  1.16688e-01  4.41287e-02  1.05929e+00  7.88638e-02  9.73393e-02  1.93489e-02
 430.199  1.10606e+00  2.22840e-01  1.68281e-02  5.41477e-02  1.13323e-01  4.27532e-02  1.03006e+00  7.60071e-02  9.46532e-02  1.86697e-02
 431.030  1.14950e+00  2.30841e-01  1.73476e-02  5.61010e-02  1.17694e-01  4.42991e-02  1.07116e+00  7.83336e-02  9.84305e-02  1.92636e-02
 431.860  1.24277e+00  2.48755e-01  1.86210e-02  6.04510e-02  1.27168e-01  4.77525e-02  1.15870e+00  8.40661e-02  1.06474e-01  2.06939e-02
 432.691  1.32385e+00  2.64037e-01  1.97072e-02  6.41418e-02  1.35393e-01  5.07097e-02  1.23490e+00  8.89537e-02  1.13476e-01  2.19160e-02
 433.522  1.36829e+00  2.71861e-01  2.02329e-02  6.60136e-02  1.39860e-01  5.22392e-02  1.27698e+00  9.13094e-02  1.17344e-01  2.25163e-02
 434.352  1.40139e+00  2.77410e-01  2.05762e-02  6.73409e-02  1.43160e-01  5.33296e-02  1.30855e+00  9.28376e-02  1.20244e-01  2.29153e-02
 435.183  1.44347e+00  2.84770e-01  2.10456e-02  6.91163e-02  1.47374e-01  5.47651e-02  1.34854e+00  9.49308e-02  1.23919e-01  2.34554e-02
 436.013  1.48065e+00  2.91159e-01  2.14439e-02  7.06562e-02  1.51088e-01  5.60139e-02  1.38395e+00  9.67016e-02  1.27173e-01  2.39155e-02
 436.844  1.48953e+00  2.91955e-01  2.14333e-02  7.08359e-02  1.51914e-01  5.61880e-02  1.39290e+00  9.66274e-02  1.27995e-01  2.39186e-02
 437.674  1.47114e+00  2.87387e-01  2.10291e-02  6.97136e-02  1.49958e-01  5.53301e-02  1.37636e+00  9.47754e-02  1.26476e-01  2.34816e-02
 438.504  1.45256e+00  2.82788e-01  2.06197e-02  6.85871e-02  1.47980e-01  5.44651e-02  1.35966e+00  9.28974e-02  1.24941e-01  2.30387e-02
 439.335  1.45780e+00  2.82860e-01  2.05474e-02  6.85984e-02  1.48429e-01  5.44978e-02  1.36526e+00  9.25434e-02  1.25456e-01  2.29735e-02
 440.165  1.48627e+00  2.87452e-01  2.08024e-02  6.97075e-02  1.51243e-01  5.54005e-02  1.39259e+00  9.36734e-02  1.27967e-01  2.32756e-02
 440.995  1.52227e+00  2.93455e-01  2.11619e-02  7.11543e-02  1.54823e-01  5.65770e-02  1.42700e+00  9.52771e-02  1.31128e-01  2.36947e-02
 441.825  1.55361e+00  2.98456e-01  2.14527e-02  7.23502e-02  1.57925e-01  5.75644e-02  1.45704e+00  9.65693e-02  1.33889e-01  2.40363e-02
 442.655  1.57585e+00  3.01610e-01  2.16133e-02  7.30907e-02  1.60100e-01  5.81995e-02  1.47858e+00  9.72732e-02  1.35868e-01  2.42320e-02
 443.486  1.58867e+00  3.02893e-01  2.16414e-02  7.33730e-02  1.61315e-01  5.84760e-02  1.49129e+00  9.73789e-02  1.37036e-01  2.42793e-02
 444.316  1.59325e+00  3.02591e-01  2.15570e-02  7.32710e-02  1.61693e-01  5.84466e-02  1.49627e+00  9.69750e-02  1.37494e-01  2.41994e-02
 445.146  1.59439e+00  3.01667e-01  2.14264e-02  7.30231e-02  1.61722e-01  5.82952e-02  1.49803e+00  9.63605e-02  1.37655e-01  2.40668e-02
 445.976  1.60375e+00  3.02359e-01  2.14053e-02  7.31740e-02  1.62584e-01  5.84528e-02  1.50751e+00  9.62374e-02  1.38527e-01  2.40573e-02
