 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 894.195  7.94143e-01  1.35985e-01  1.49874e-03  2.95822e-02  7.41183e-02  2.64040e-02  7.88344e-01  5.79975e-03  7.24396e-02  1.67870e-03
 900.842  7.61169e-01  1.19683e-01  1.39926e-03  2.54386e-02  7.09315e-02  2.33745e-02  7.56123e-01  5.04612e-03  6.94789e-02  1.45261e-03
 907.472  7.64933e-01  1.22018e-01  1.37905e-03  2.60818e-02  7.12889e-02  2.37993e-02  7.59110e-01  5.82353e-03  6.97534e-02  1.53553e-03
 914.084  7.61366e-01  1.19066e-01  1.34678e-03  2.53134e-02  7.09139e-02  2.32562e-02  7.56045e-01  5.32126e-03  6.94717e-02  1.44214e-03
 920.678  7.36418e-01  1.22359e-01  1.28330e-03  2.64433e-02  6.86218e-02  2.37952e-02  7.31509e-01  4.90965e-03  6.72172e-02  1.40464e-03
 927.255  7.28971e-01  1.15566e-01  1.24174e-03  2.46595e-02  6.78732e-02  2.25538e-02  7.24283e-01  4.68762e-03  6.65532e-02  1.31999e-03
 933.815  7.13910e-01  9.36200e-02  1.17885e-03  1.89694e-02  6.63280e-02  1.84498e-02  7.09573e-01  4.33634e-03  6.52015e-02  1.12653e-03
 940.358  6.99602e-01  1.00287e-01  1.13879e-03  2.07266e-02  6.50478e-02  1.97604e-02  6.95343e-01  4.25930e-03  6.38939e-02  1.15393e-03
 946.883  6.96899e-01  9.63256e-02  1.11017e-03  1.97306e-02  6.47550e-02  1.89857e-02  6.92789e-01  4.11030e-03  6.36592e-02  1.09577e-03
 953.391  6.81736e-01  9.69046e-02  1.06686e-03  2.00040e-02  6.33504e-02  1.90808e-02  6.77771e-01  3.96411e-03  6.22792e-02  1.07113e-03
 959.883  6.82800e-01  1.00887e-01  1.05022e-03  2.10854e-02  6.34574e-02  1.98172e-02  6.78881e-01  3.91945e-03  6.23812e-02  1.07614e-03
 966.357  6.70602e-01  1.03818e-01  1.01423e-03  2.19803e-02  6.23388e-02  2.03247e-02  6.66780e-01  3.82230e-03  6.12693e-02  1.06951e-03
 972.814  6.68309e-01  1.07896e-01  9.93490e-04  2.30742e-02  6.21394e-02  2.10713e-02  6.64536e-01  3.77321e-03  6.10631e-02  1.07626e-03
 979.255  6.58612e-01  1.07694e-01  9.60963e-04  2.30830e-02  6.12341e-02  2.10266e-02  6.54942e-01  3.67061e-03  6.01814e-02  1.05268e-03
 985.679  6.53901e-01  1.11325e-01  9.37966e-04  2.41095e-02  6.08132e-02  2.16958e-02  6.50324e-01  3.57707e-03  5.97571e-02  1.05606e-03
 992.086  6.47327e-01  1.11722e-01  9.11807e-04  2.42750e-02  6.01987e-02  2.17581e-02  6.43839e-01  3.48857e-03  5.91612e-02  1.03750e-03
 998.476  6.41202e-01  1.10296e-01  8.84011e-04  2.39460e-02  5.96163e-02  2.14991e-02  6.37821e-01  3.38149e-03  5.86082e-02  1.00808e-03
1004.850  6.12556e-01  1.04523e-01  8.27712e-04  2.26500e-02  5.69381e-02  2.03921e-02  6.09346e-01  3.20950e-03  5.59918e-02  9.46367e-04
1011.208  6.24502e-01  1.06264e-01  8.26076e-04  2.30061e-02  5.80322e-02  2.07370e-02  6.21353e-01  3.14923e-03  5.70951e-02  9.37117e-04
1017.548  6.11796e-01  1.05168e-01  7.93005e-04  2.28558e-02  5.68435e-02  2.04887e-02  6.08774e-01  3.02185e-03  5.59392e-02  9.04298e-04
1023.873  6.07826e-01  1.03329e-01  7.70817e-04  2.23432e-02  5.64584e-02  2.01713e-02  6.04887e-01  2.93880e-03  5.55820e-02  8.76415e-04
1030.181  5.99826e-01  1.02960e-01  7.44846e-04  2.23265e-02  5.57072e-02  2.00733e-02  5.96974e-01  2.85151e-03  5.48549e-02  8.52297e-04
1036.473  5.88121e-01  1.01216e-01  7.15586e-04  2.19293e-02  5.46088e-02  1.97301e-02  5.85396e-01  2.72525e-03  5.37909e-02  8.17803e-04
1042.749  5.83007e-01  9.98596e-02  6.94087e-04  2.15719e-02  5.41215e-02  1.94839e-02  5.80347e-01  2.65933e-03  5.33271e-02  7.94333e-04
1049.009  5.76560e-01  9.90205e-02  6.72589e-04  2.14746e-02  5.35080e-02  1.92884e-02  5.74000e-01  2.56036e-03  5.27439e-02  7.64172e-04
1055.253  5.69465e-01  9.71737e-02  6.48575e-04  2.10488e-02  5.28348e-02  1.89366e-02  5.66993e-01  2.47183e-03  5.21000e-02  7.34824e-04
1061.481  5.55806e-01  9.43613e-02  6.21117e-04  2.04430e-02  5.15520e-02  1.83825e-02  5.53444e-01  2.36112e-03  5.08551e-02  6.96969e-04
1067.693  5.45103e-01  9.12493e-02  6.00592e-04  1.96673e-02  5.05464e-02  1.78113e-02  5.42834e-01  2.26952e-03  4.98800e-02  6.66322e-04
1073.889  5.38969e-01  8.99597e-02  5.86371e-04  1.94054e-02  4.99740e-02  1.75597e-02  5.36749e-01  2.21932e-03  4.93209e-02  6.53058e-04
1080.069  5.30138e-01  8.78426e-02  5.69299e-04  1.89351e-02  4.91475e-02  1.71468e-02  5.27986e-01  2.15148e-03  4.85157e-02  6.31838e-04
1086.234  5.23418e-01  8.53952e-02  5.55643e-04  1.82572e-02  4.85143e-02  1.67013e-02  5.21326e-01  2.09134e-03  4.79037e-02  6.10590e-04
1092.383  5.11126e-01  8.25218e-02  5.34558e-04  1.76272e-02  4.73638e-02  1.61209e-02  5.09072e-01  2.05421e-03  4.67777e-02  5.86113e-04
1098.516  5.02478e-01  7.69915e-02  5.18248e-04  1.62110e-02  4.65385e-02  1.50881e-02  5.00378e-01  2.09957e-03  4.59788e-02  5.59688e-04
1104.634  5.03229e-01  7.50129e-02  5.11561e-04  1.56745e-02  4.65978e-02  1.47277e-02  5.01315e-01  1.91441e-03  4.60649e-02  5.32905e-04
1110.737  4.97240e-01  7.29535e-02  4.99088e-04  1.51624e-02  4.60338e-02  1.43507e-02  4.95392e-01  1.84858e-03  4.55207e-02  5.13136e-04
1116.824  4.86093e-01  6.35966e-02  4.78186e-04  1.28252e-02  4.49663e-02  1.25485e-02  4.84195e-01  1.89799e-03  4.44918e-02  4.74459e-04
1122.896  4.73839e-01  5.74067e-02  4.60143e-04  1.14703e-02  4.38039e-02  1.12770e-02  4.72203e-01  1.63547e-03  4.33899e-02  4.13971e-04
1128.953  4.67804e-01  5.84719e-02  4.49595e-04  1.17065e-02  4.32531e-02  1.15221e-02  4.66210e-01  1.59437e-03  4.28392e-02  4.13865e-04
1134.995  4.62639e-01  5.65109e-02  4.38363e-04  1.13219e-02  4.27644e-02  1.11095e-02  4.61081e-01  1.55819e-03  4.23679e-02  3.96524e-04
1141.021  4.60729e-01  6.08288e-02  4.33610e-04  1.22771e-02  4.26077e-02  1.20216e-02  4.59173e-01  1.55612e-03  4.21926e-02  4.15131e-04
1147.033  4.60594e-01  5.88845e-02  4.27139e-04  1.18233e-02  4.25835e-02  1.16172e-02  4.59106e-01  1.48752e-03  4.21864e-02  3.97050e-04
1153.030  4.57294e-01  6.08779e-02  4.19451e-04  1.23283e-02  4.22832e-02  1.20126e-02  4.55516e-01  1.77795e-03  4.18565e-02  4.26674e-04
1159.012  4.51593e-01  6.60581e-02  4.12536e-04  1.37483e-02  4.17779e-02  1.29879e-02  4.50105e-01  1.48781e-03  4.13594e-02  4.18571e-04
1164.979  4.48807e-01  7.01129e-02  4.06650e-04  1.48960e-02  4.15323e-02  1.37158e-02  4.47301e-01  1.50685e-03  4.11016e-02  4.30647e-04
1170.931  4.48681e-01  7.09552e-02  4.02339e-04  1.51403e-02  4.15201e-02  1.38646e-02  4.47188e-01  1.49211e-03  4.10913e-02  4.28741e-04
1176.869  4.38655e-01  6.98465e-02  3.88659e-04  1.49280e-02  4.05915e-02  1.36453e-02  4.37214e-01  1.44080e-03  4.01749e-02  4.16670e-04
1182.792  4.30391e-01  6.72587e-02  3.76530e-04  1.43116e-02  3.98178e-02  1.31458e-02  4.28991e-01  1.39918e-03  3.94192e-02  3.98623e-04
1188.701  4.25758e-01  6.66303e-02  3.68097e-04  1.41730e-02  3.93867e-02  1.30296e-02  4.24401e-01  1.35721e-03  3.89974e-02  3.89315e-04
1194.595  4.29330e-01  6.80116e-02  3.67223e-04  1.44685e-02  3.97193e-02  1.33143e-02  4.27974e-01  1.35591e-03  3.93258e-02  3.93555e-04
1200.475  4.18099e-01  6.56896e-02  3.53175e-04  1.39508e-02  3.86736e-02  1.28566e-02  4.16810e-01  1.28847e-03  3.83000e-02  3.73652e-04
1206.341  4.17795e-01  6.65882e-02  3.49091e-04  1.42278e-02  3.86418e-02  1.30132e-02  4.16507e-01  1.28757e-03  3.82721e-02  3.69706e-04
1212.193  4.13105e-01  6.56575e-02  3.41019e-04  1.40292e-02  3.82084e-02  1.28385e-02  4.11841e-01  1.26492e-03  3.78433e-02  3.65098e-04
1218.030  4.12783e-01  6.68434e-02  3.37082e-04  1.43781e-02  3.81773e-02  1.30463e-02  4.11530e-01  1.25260e-03  3.78148e-02  3.62532e-04
1223.854  4.08289e-01  6.65478e-02  3.29695e-04  1.43416e-02  3.77614e-02  1.29859e-02  4.07058e-01  1.23012e-03  3.74039e-02  3.57531e-04
1229.663  4.04698e-01  6.69541e-02  3.23743e-04  1.45015e-02  3.74317e-02  1.30491e-02  4.03494e-01  1.20402e-03  3.70764e-02  3.55339e-04
1235.458  4.00475e-01  6.69048e-02  3.16990e-04  1.45262e-02  3.70401e-02  1.30275e-02  3.99296e-01  1.17857e-03  3.66906e-02  3.49488e-04
1241.240  3.95298e-01  6.63601e-02  3.08790e-04  1.44439e-02  3.65578e-02  1.29045e-02  3.94150e-01  1.14770e-03  3.62178e-02  3.39975e-04
1247.008  3.91718e-01  6.55591e-02  3.01513e-04  1.42905e-02  3.62221e-02  1.27340e-02  3.90563e-01  1.15480e-03  3.58881e-02  3.33929e-04
1252.762  3.85765e-01  6.36857e-02  2.93643e-04  1.38321e-02  3.56596e-02  1.23797e-02  3.84677e-01  1.08761e-03  3.53473e-02  3.12272e-04
1258.503  3.80027e-01  6.10487e-02  2.85261e-04  1.31827e-02  3.51121e-02  1.18674e-02  3.78982e-01  1.04496e-03  3.48240e-02  2.88123e-04
1264.230  3.70894e-01  5.76086e-02  2.74646e-04  1.23691e-02  3.42493e-02  1.11702e-02  3.69902e-01  9.91902e-04  3.39896e-02  2.59671e-04
1269.944  3.67754e-01  5.70159e-02  2.68892e-04  1.22601e-02  3.39558e-02  1.10403e-02  3.66793e-01  9.60681e-04  3.37039e-02  2.51825e-04
1275.644  3.69422e-01  5.86606e-02  2.67371e-04  1.26346e-02  3.41226e-02  1.14049e-02  3.68447e-01  9.74734e-04  3.38559e-02  2.66687e-04
1281.331  3.45383e-01  5.56527e-02  2.47249e-04  1.20221e-02  3.19109e-02  1.08349e-02  3.44470e-01  9.12422e-04  3.16528e-02  2.58130e-04
1287.004  3.62154e-01  5.85283e-02  2.56259e-04  1.26545e-02  3.34638e-02  1.13991e-02  3.61204e-01  9.50177e-04  3.31904e-02  2.73382e-04
1292.665  3.60227e-01  5.74761e-02  2.51786e-04  1.23474e-02  3.32840e-02  1.12247e-02  3.59291e-01  9.35330e-04  3.30146e-02  2.69379e-04
1298.312  3.57237e-01  5.57405e-02  2.46548e-04  1.18900e-02  3.30038e-02  1.09085e-02  3.56320e-01  9.16986e-04  3.27416e-02  2.62163e-04
1303.947  3.51321e-01  5.36741e-02  2.39361e-04  1.13626e-02  3.24536e-02  1.05211e-02  3.50416e-01  9.04855e-04  3.21991e-02  2.54459e-04
1309.568  3.49966e-01  5.21436e-02  2.35166e-04  1.09433e-02  3.23228e-02  1.02379e-02  3.49080e-01  8.86174e-04  3.20763e-02  2.46440e-04
1315.177  3.39753e-01  4.91768e-02  2.25053e-04  1.02451e-02  3.13746e-02  9.66863e-03  3.38841e-01  9.11953e-04  3.11355e-02  2.39160e-04
1320.772  3.41404e-01  4.75146e-02  2.22952e-04  9.78093e-03  3.15186e-02  9.36360e-03  3.40601e-01  8.02932e-04  3.12972e-02  2.21400e-04
1326.355  3.37069e-01  4.63229e-02  2.16976e-04  9.49236e-03  3.11162e-02  9.13908e-03  3.36282e-01  7.87282e-04  3.09004e-02  2.15919e-04
1331.926  3.28479e-01  4.11993e-02  2.08031e-04  8.24886e-03  3.03103e-02  8.14027e-03  3.27728e-01  7.51524e-04  3.01143e-02  1.95983e-04
1337.483  3.28824e-01  4.25157e-02  2.06459e-04  8.55289e-03  3.03445e-02  8.41118e-03  3.28086e-01  7.38632e-04  3.01472e-02  1.97283e-04
1343.029  3.26725e-01  4.17017e-02  2.02022e-04  8.32973e-03  3.01489e-02  8.26711e-03  3.26001e-01  7.23733e-04  2.99557e-02  1.93219e-04
1348.562  3.13591e-01  3.51674e-02  1.91169e-04  7.01113e-03  2.89180e-02  6.86631e-03  3.12928e-01  6.62547e-04  2.87544e-02  1.63577e-04
1354.082  2.94893e-01  2.85950e-02  1.76711e-04  5.80560e-03  2.71766e-02  5.42252e-03  2.94299e-01  5.93691e-04  2.70426e-02  1.33914e-04
