 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 405.248    8.59685e-02    8.56041e-02    3.64449e-04
 406.081    8.39120e-02    8.43288e-02   -4.16824e-04
 406.913    8.44326e-02    8.43326e-02    9.99618e-05
 407.746    8.53614e-02    8.54783e-02   -1.16902e-04
 408.578    8.68623e-02    8.67097e-02    1.52582e-04
 409.411    8.71761e-02    8.73519e-02   -1.75822e-04
 410.243    8.78856e-02    8.79621e-02   -7.65180e-05
 411.075    8.90112e-02    8.90219e-02   -1.06673e-05
 411.907    8.93443e-02    8.98372e-02   -4.92890e-04
 412.739    8.98557e-02    8.97614e-02    9.42514e-05
 413.571    8.92754e-02    8.92792e-02   -3.81527e-06
 414.403    8.92013e-02    8.90835e-02    1.17779e-04
 415.235    8.89984e-02    8.90073e-02   -8.94663e-06
 416.067    8.85476e-02    8.84216e-02    1.26044e-04
 416.899    8.69890e-02    8.71255e-02   -1.36479e-04
 417.730    8.56083e-02    8.53903e-02    2.17993e-04
 418.562    8.34470e-02    8.35992e-02   -1.52231e-04
 419.393    8.21438e-02    8.23220e-02   -1.78242e-04
 420.225    8.21970e-02    8.20445e-02    1.52473e-04
 421.056    8.19582e-02    8.21449e-02   -1.86701e-04
 421.888    8.14234e-02    8.13198e-02    1.03590e-04
 422.719    7.95605e-02    7.95726e-02   -1.20987e-05
 423.550    7.82567e-02    7.82082e-02    4.85083e-05
 424.382    7.78183e-02    7.77398e-02    7.85224e-05
 425.213    7.74124e-02    7.73436e-02    6.87700e-05
 426.044    7.61829e-02    7.62271e-02   -4.42401e-05
 426.875    7.45152e-02    7.42556e-02    2.59582e-04
 427.706    7.12493e-02    7.13236e-02   -7.43221e-05
 428.537    6.73678e-02    6.72649e-02    1.02911e-04
 429.368    6.28032e-02    6.30112e-02   -2.07995e-04
 430.199    6.10807e-02    6.10557e-02    2.50079e-05
 431.030    6.30508e-02    6.32767e-02   -2.25915e-04
 431.860    6.81125e-02    6.82076e-02   -9.50623e-05
 432.691    7.22878e-02    7.24070e-02   -1.19163e-04
 433.522    7.45627e-02    7.45597e-02    2.96913e-06
 434.352    7.64377e-02    7.60953e-02    3.42385e-04
 435.183    7.80024e-02    7.81334e-02   -1.31021e-04
 436.013    7.98900e-02    7.99054e-02   -1.53608e-05
 436.844    8.00640e-02    8.01409e-02   -7.69225e-05
 437.674    7.90731e-02    7.89042e-02    1.68939e-04
 438.504    7.76800e-02    7.76615e-02    1.84867e-05
 439.335    7.78209e-02    7.77044e-02    1.16532e-04
 440.165    7.91257e-02    7.89898e-02    1.35876e-04
 440.995    8.09166e-02    8.06609e-02    2.55660e-04
 441.825    8.16728e-02    8.20535e-02   -3.80693e-04
 442.655    8.29742e-02    8.29352e-02    3.90214e-05
 443.486    8.30827e-02    8.33008e-02   -2.18063e-04
 444.316    8.32035e-02    8.32306e-02   -2.71500e-05
 445.146    8.28795e-02    8.29920e-02   -1.12456e-04
 445.976    8.31018e-02    8.32021e-02   -1.00347e-04
 446.805    8.40399e-02    8.43052e-02   -2.65280e-04
 447.635    8.58024e-02    8.59638e-02   -1.61363e-04
 448.465    8.75585e-02    8.75840e-02   -2.54899e-05
 449.295    8.96571e-02    8.89970e-02    6.60126e-04
 450.125    9.00154e-02    9.00468e-02   -3.14492e-05
 450.954    9.03309e-02    9.01422e-02    1.88724e-04
 451.784    8.84814e-02    8.89612e-02   -4.79848e-04
 452.613    8.72247e-02    8.72760e-02   -5.13201e-05
