 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 894.195  7.94147e-01  1.36590e-01  1.49898e-03  2.97087e-02  7.41189e-02  2.64462e-02  7.88344e-01  5.80330e-03  7.24396e-02  1.67934e-03
 900.842  7.61170e-01  1.20268e-01  1.39950e-03  2.55668e-02  7.09319e-02  2.34180e-02  7.56123e-01  5.04685e-03  6.94789e-02  1.45298e-03
 907.472  7.64934e-01  1.22574e-01  1.37927e-03  2.61938e-02  7.12892e-02  2.38375e-02  7.59110e-01  5.82422e-03  6.97534e-02  1.53584e-03
 914.084  7.61368e-01  1.19599e-01  1.34697e-03  2.54156e-02  7.09142e-02  2.32909e-02  7.56045e-01  5.32246e-03  6.94717e-02  1.44245e-03
 920.678  7.36420e-01  1.22875e-01  1.28347e-03  2.65429e-02  6.86221e-02  2.38254e-02  7.31509e-01  4.91079e-03  6.72172e-02  1.40488e-03
 927.255  7.28972e-01  1.16077e-01  1.24190e-03  2.47628e-02  6.78734e-02  2.25850e-02  7.24283e-01  4.68801e-03  6.65532e-02  1.32017e-03
 933.815  7.13911e-01  9.40783e-02  1.17901e-03  1.90609e-02  6.63283e-02  1.84802e-02  7.09573e-01  4.33702e-03  6.52015e-02  1.12677e-03
 940.358  6.99603e-01  1.00757e-01  1.13894e-03  2.08148e-02  6.50480e-02  1.97902e-02  6.95343e-01  4.25985e-03  6.38939e-02  1.15412e-03
 946.883  6.96900e-01  9.67655e-02  1.11030e-03  1.98141e-02  6.47551e-02  1.90112e-02  6.92789e-01  4.11073e-03  6.36592e-02  1.09592e-03
 953.391  6.81736e-01  9.73428e-02  1.06698e-03  2.00870e-02  6.33505e-02  1.91051e-02  6.77771e-01  3.96453e-03  6.22792e-02  1.07125e-03
 959.883  6.82801e-01  1.01353e-01  1.05035e-03  2.11719e-02  6.34575e-02  1.98438e-02  6.78881e-01  3.91999e-03  6.23812e-02  1.07628e-03
 966.357  6.70603e-01  1.04274e-01  1.01435e-03  2.20659e-02  6.23389e-02  2.03491e-02  6.66780e-01  3.82271e-03  6.12693e-02  1.06961e-03
 972.814  6.68310e-01  1.08354e-01  9.93598e-04  2.31621e-02  6.21395e-02  2.10946e-02  6.64536e-01  3.77386e-03  6.10631e-02  1.07636e-03
 979.255  6.58612e-01  1.08156e-01  9.61069e-04  2.31743e-02  6.12342e-02  2.10505e-02  6.54942e-01  3.67094e-03  6.01814e-02  1.05275e-03
 985.679  6.53901e-01  1.11782e-01  9.38058e-04  2.42004e-02  6.08132e-02  2.17167e-02  6.50324e-01  3.57715e-03  5.97571e-02  1.05607e-03
 992.086  6.47327e-01  1.12139e-01  9.11871e-04  2.43553e-02  6.01985e-02  2.17710e-02  6.43839e-01  3.48791e-03  5.91612e-02  1.03734e-03
 998.476  6.41202e-01  1.10618e-01  8.84019e-04  2.39997e-02  5.96160e-02  2.14946e-02  6.37821e-01  3.38136e-03  5.86082e-02  1.00779e-03
