 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    1.89765e-02    1.91466e-02   -1.70099e-04
 900.842    1.53304e-02    1.54320e-02   -1.01648e-04
 907.472    1.59020e-02    1.60236e-02   -1.21576e-04
 914.084    1.51581e-02    1.52957e-02   -1.37570e-04
 920.678    1.70072e-02    1.67833e-02    2.23865e-04
 927.255    1.48794e-02    1.51008e-02   -2.21449e-04
 933.815    9.55972e-03    9.70073e-03   -1.41014e-04
 940.358    1.13522e-02    1.14907e-02   -1.38452e-04
 946.883    1.05221e-02    1.05654e-02   -4.33269e-05
 953.391    1.10863e-02    1.10200e-02    6.63080e-05
 959.883    1.20963e-02    1.20914e-02    4.92892e-06
 966.357    1.30398e-02    1.31685e-02   -1.28682e-04
 972.814    1.41712e-02    1.43049e-02   -1.33748e-04
 979.255    1.45414e-02    1.44501e-02    9.13382e-05
 985.679    1.57646e-02    1.55453e-02    2.19296e-04
 992.086    1.59045e-02    1.58132e-02    9.13157e-05
 998.476    1.58173e-02    1.56196e-02    1.97719e-04
1004.850    1.46422e-02    1.47064e-02   -6.41671e-05
1011.208    1.50380e-02    1.48991e-02    1.38886e-04
1017.548    1.49346e-02    1.49226e-02    1.19751e-05
1023.873    1.43282e-02    1.44252e-02   -9.70222e-05
1030.181    1.45587e-02    1.45130e-02    4.56597e-05
1036.473    1.41056e-02    1.42590e-02   -1.53352e-04
1042.749    1.39640e-02    1.39466e-02    1.73535e-05
1049.009    1.37483e-02    1.39556e-02   -2.07348e-04
1055.253    1.37271e-02    1.36148e-02    1.12270e-04
1061.481    1.29657e-02    1.31943e-02   -2.28641e-04
1067.693    1.24399e-02    1.25329e-02   -9.29756e-05
1073.889    1.22727e-02    1.23554e-02   -8.26539e-05
1080.069    1.18861e-02    1.19997e-02   -1.13645e-04
1086.234    1.12555e-02    1.13961e-02   -1.40615e-04
1092.383    1.10811e-02    1.09602e-02    1.20933e-04
1098.516    9.64261e-03    9.64198e-03    6.31799e-07
1104.634    9.10429e-03    9.09909e-03    5.19966e-06
1110.737    8.64217e-03    8.66420e-03   -2.20290e-05
1116.824    6.55275e-03    6.54630e-03    6.44893e-06
1122.896    5.55610e-03    5.52624e-03    2.98592e-05
1128.953    5.76395e-03    5.74302e-03    2.09339e-05
1134.995    5.49482e-03    5.50907e-03   -1.42493e-05
1141.021    6.41683e-03    6.29295e-03    1.23884e-04
1147.033    5.74832e-03    5.90982e-03   -1.61495e-04
1153.030    6.38494e-03    6.40919e-03   -2.42485e-05
1159.012    8.01989e-03    7.87624e-03    1.43652e-04
1164.979    9.17750e-03    9.07253e-03    1.04975e-04
1170.931    9.08037e-03    9.32585e-03   -2.45485e-04
1176.869    9.37002e-03    9.26177e-03    1.08247e-04
1182.792    8.54742e-03    8.76745e-03   -2.20032e-04
1188.701    8.69621e-03    8.68645e-03    9.76308e-06
1194.595    8.87447e-03    8.92795e-03   -5.34847e-05
1200.475    8.94514e-03    8.57515e-03    3.69987e-04
1206.341    8.83632e-03    8.87442e-03   -3.80951e-05
1212.193    8.68749e-03    8.74561e-03   -5.81157e-05
1218.030    8.91035e-03    9.12935e-03   -2.18997e-04
1223.854    8.79859e-03    9.16399e-03   -3.65403e-04
1229.663    9.37869e-03    9.39117e-03   -1.24800e-05
1235.458    9.39188e-03    9.47856e-03   -8.66764e-05
1241.240    9.55775e-03    9.47967e-03    7.80809e-05
1247.008    8.84827e-03    9.39564e-03   -5.47367e-04
1252.762    9.12847e-03    9.00975e-03    1.18715e-04
1258.503    8.41929e-03    8.43091e-03   -1.16239e-05
1264.230    7.86493e-03    7.75356e-03    1.11371e-04
1269.944    7.62532e-03    7.70892e-03   -8.36022e-05
1275.644    8.26297e-03    8.03734e-03    2.25628e-04
1281.331    7.63162e-03    7.72229e-03   -9.06690e-05
1287.004    7.92943e-03    8.15334e-03   -2.23914e-04
1292.665    7.77184e-03    7.84120e-03   -6.93612e-05
1298.312    7.52870e-03    7.39210e-03    1.36598e-04
1303.947    6.99761e-03    6.93029e-03    6.73209e-05
1309.568    6.33404e-03    6.53023e-03   -1.96193e-04
1315.177    6.07573e-03    5.96526e-03    1.10470e-04
1320.772    5.30191e-03    5.47793e-03   -1.76015e-04
1326.355    5.36154e-03    5.25026e-03    1.11276e-04
1331.926    4.16156e-03    4.16613e-03   -4.57107e-06
1337.483    4.49036e-03    4.42660e-03    6.37643e-05
1343.029    4.10122e-03    4.21483e-03   -1.13612e-04
1348.562    3.45678e-03    3.32774e-03    1.29044e-04
1354.082    2.70543e-03    2.74062e-03   -3.51869e-05
1359.590    2.02959e-03    2.01089e-03    1.87004e-05
1365.086    1.96035e-03    1.98720e-03   -2.68546e-05
1370.570    2.19966e-03    2.20740e-03   -7.73652e-06
1376.042    2.67863e-03    2.66996e-03    8.67401e-06
1381.502    1.98350e-03    1.98474e-03   -1.24445e-06
1386.950    2.47503e-03    2.44432e-03    3.07144e-05
