 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    1.43360e-02    1.42623e-02    7.36525e-05
 900.842    1.08634e-02    1.07591e-02    1.04334e-04
 907.472    1.15237e-02    1.13378e-02    1.85888e-04
 914.084    1.08266e-02    1.06392e-02    1.87444e-04
 920.678    1.20080e-02    1.22907e-02   -2.82747e-04
 927.255    1.07190e-02    1.06589e-02    6.01343e-05
 933.815    5.50980e-03    5.37507e-03    1.34732e-04
 940.358    7.20032e-03    7.19522e-03    5.10420e-06
 946.883    6.29700e-03    6.29844e-03   -1.43826e-06
 953.391    6.76566e-03    6.84069e-03   -7.50308e-05
 959.883    7.96857e-03    7.90971e-03    5.88622e-05
 966.357    9.17943e-03    9.07270e-03    1.06734e-04
 972.814    1.03125e-02    1.02233e-02    8.91649e-05
 979.255    1.04519e-02    1.04283e-02    2.35959e-05
 985.679    1.16403e-02    1.15437e-02    9.66378e-05
 992.086    1.18125e-02    1.18567e-02   -4.41609e-05
 998.476    1.15332e-02    1.17467e-02   -2.13541e-04
1004.850    1.08679e-02    1.10157e-02   -1.47762e-04
1011.208    1.09439e-02    1.11265e-02   -1.82634e-04
1017.548    1.11871e-02    1.12200e-02   -3.28679e-05
1023.873    1.07860e-02    1.07300e-02    5.60146e-05
1030.181    1.06646e-02    1.08690e-02   -2.04374e-04
1036.473    1.05954e-02    1.06702e-02   -7.47712e-05
1042.749    1.03847e-02    1.03740e-02    1.07119e-05
1049.009    1.04310e-02    1.04363e-02   -5.34141e-06
1055.253    1.00950e-02    1.01388e-02   -4.37868e-05
1061.481    9.73661e-03    9.80625e-03   -6.96403e-05
1067.693    9.09764e-03    9.20044e-03   -1.02795e-04
1073.889    9.15857e-03    9.06347e-03    9.51028e-05
1080.069    8.75954e-03    8.76018e-03   -6.35077e-07
1086.234    8.24806e-03    8.19294e-03    5.51173e-05
1092.383    7.91481e-03    7.85591e-03    5.89028e-05
1098.516    6.59674e-03    6.58950e-03    7.23582e-06
1104.634    6.02203e-03    6.04196e-03   -1.99325e-05
1110.737    5.62922e-03    5.64013e-03   -1.09136e-05
1116.824    3.61847e-03    3.61750e-03    9.71656e-07
1122.896    2.73544e-03    2.74557e-03   -1.01331e-05
1128.953    3.04572e-03    2.95048e-03    9.52401e-05
1134.995    2.72171e-03    2.78912e-03   -6.74085e-05
1141.021    3.42601e-03    3.50255e-03   -7.65418e-05
1147.033    3.17641e-03    3.14726e-03    2.91529e-05
1153.030    3.59353e-03    3.64950e-03   -5.59676e-05
1159.012    5.19184e-03    5.14863e-03    4.32057e-05
1164.979    6.63586e-03    6.36474e-03    2.71119e-04
1170.931    6.80629e-03    6.61922e-03    1.87066e-04
1176.869    6.73830e-03    6.61790e-03    1.20396e-04
1182.792    6.00167e-03    6.17669e-03   -1.75023e-04
1188.701    6.17783e-03    6.11504e-03    6.27904e-05
1194.595    6.20161e-03    6.32623e-03   -1.24616e-04
1200.475    5.96062e-03    6.05191e-03   -9.12929e-05
1206.341    6.27389e-03    6.35456e-03   -8.06665e-05
1212.193    6.40191e-03    6.25564e-03    1.46272e-04
1218.030    6.52375e-03    6.65466e-03   -1.30914e-04
1223.854    6.47235e-03    6.72070e-03   -2.48346e-04
1229.663    6.92717e-03    6.97627e-03   -4.91003e-05
1235.458    7.11697e-03    7.08896e-03    2.80068e-05
1241.240    7.17340e-03    7.12860e-03    4.48038e-05
1247.008    7.04811e-03    7.08246e-03   -3.43467e-05
1252.762    6.68904e-03    6.73361e-03   -4.45716e-05
1258.503    6.27477e-03    6.19179e-03    8.29752e-05
1264.230    5.59386e-03    5.57940e-03    1.44585e-05
1269.944    5.47199e-03    5.56369e-03   -9.17017e-05
1275.644    5.70726e-03    5.86969e-03   -1.62433e-04
1281.331    5.83705e-03    5.69654e-03    1.40511e-04
1287.004    5.81643e-03    6.03622e-03   -2.19789e-04
1292.665    5.81760e-03    5.72032e-03    9.72784e-05
1298.312    5.10797e-03    5.27314e-03   -1.65167e-04
1303.947    4.81520e-03    4.84429e-03   -2.90900e-05
1309.568    4.43914e-03    4.45785e-03   -1.87125e-05
1315.177    4.01720e-03    3.95885e-03    5.83463e-05
1320.772    3.43755e-03    3.46045e-03   -2.29034e-05
1326.355    3.21879e-03    3.25992e-03   -4.11264e-05
1331.926    2.20952e-03    2.24438e-03   -3.48627e-05
1337.483    2.42873e-03    2.48690e-03   -5.81723e-05
1343.029    2.29991e-03    2.27739e-03    2.25155e-05
1348.562    1.63021e-03    1.58848e-03    4.17289e-05
1354.082    1.29278e-03    1.29882e-03   -6.03665e-06
1359.590    9.51549e-04    9.62511e-04   -1.09622e-05
1365.086    9.57718e-04    9.51186e-04    6.53157e-06
1370.570    1.04171e-03    1.05037e-03   -8.66296e-06
1376.042    1.28602e-03    1.26188e-03    2.41399e-05
1381.502    9.58296e-04    9.47307e-04    1.09889e-05
1386.950    1.13054e-03    1.15789e-03   -2.73528e-05
1392.386    1.17027e-03    1.17172e-03   -1.44559e-06
1397.810    1.21250e-03    1.19124e-03    2.12553e-05
1403.223    1.22565e-03    1.20752e-03    1.81283e-05
1408.624    1.22025e-03    1.23896e-03   -1.87103e-05
1414.014    1.28740e-03    1.29218e-03   -4.78247e-06
1419.392    1.28272e-03    1.30309e-03   -2.03663e-05
1424.759    1.27207e-03    1.28404e-03   -1.19679e-05
1430.115    1.25141e-03    1.24193e-03    9.48133e-06
1435.459    1.20991e-03    1.19642e-03    1.34883e-05
1440.792    1.18374e-03    1.18582e-03   -2.08347e-06
1446.114    1.21104e-03    1.19741e-03    1.36302e-05
1451.426    1.17033e-03    1.18545e-03   -1.51181e-05
1456.726    1.43976e-03    1.42425e-03    1.55128e-05
1462.016    1.25262e-03    1.24545e-03    7.17354e-06
1467.294    1.04923e-03    1.05302e-03   -3.78892e-06
1472.562    1.10724e-03    1.09177e-03    1.54693e-05
1477.820    1.14641e-03    1.14435e-03    2.05655e-06
1483.067    1.22009e-03    1.20274e-03    1.73512e-05
1488.304    1.44419e-03    1.45206e-03   -7.86755e-06
1493.530    2.02048e-03    2.02144e-03   -9.58736e-07
1498.746    2.47102e-03    2.43314e-03    3.78794e-05
1503.952    2.28540e-03    2.31945e-03   -3.40480e-05
1509.148    2.76402e-03    2.78528e-03   -2.12639e-05
1514.333    2.92488e-03    2.96607e-03   -4.11883e-05
1519.509    3.06605e-03    3.02123e-03    4.48249e-05
1524.675    3.29458e-03    3.24387e-03    5.07064e-05
1529.831    3.11597e-03    3.14947e-03   -3.34964e-05
1534.978    3.04112e-03    3.01678e-03    2.43442e-05
1540.114    3.10482e-03    3.13399e-03   -2.91738e-05
1545.242    3.21429e-03    3.21383e-03    4.64379e-07
1550.360    3.21244e-03    3.23399e-03   -2.15459e-05
1555.468    3.16946e-03    3.11484e-03    5.46187e-05
1560.567    3.29712e-03    3.30490e-03   -7.77637e-06
1565.657    3.11093e-03    3.15153e-03   -4.06008e-05
1570.738    3.03860e-03    3.09597e-03   -5.73687e-05
1575.809    3.04685e-03    3.03777e-03    9.08132e-06
1580.872    3.02354e-03    3.01255e-03    1.09866e-05
1585.926    3.06386e-03    3.07775e-03   -1.38886e-05
1590.971    3.02958e-03    3.03788e-03   -8.30344e-06
1596.007    3.14617e-03    3.13447e-03    1.16988e-05
1601.035    3.09531e-03    3.07358e-03    2.17320e-05
1606.054    3.27439e-03    3.23120e-03    4.31939e-05
1611.064    3.06876e-03    3.05583e-03    1.29290e-05
1616.066    2.99007e-03    3.00769e-03   -1.76243e-05
1621.060    3.13614e-03    3.16360e-03   -2.74641e-05
1626.045    3.31689e-03    3.28913e-03    2.77580e-05
1631.023    3.25063e-03    3.27467e-03   -2.40373e-05
1635.992    3.01603e-03    2.99351e-03    2.25237e-05
1640.954    2.75286e-03    2.73644e-03    1.64205e-05
1645.907    3.02863e-03    3.01706e-03    1.15704e-05
1650.852    3.00878e-03    3.02019e-03   -1.14079e-05
1655.790    3.04579e-03    3.03619e-03    9.60473e-06
1660.720    2.99525e-03    2.99691e-03   -1.65659e-06
1665.643    2.73758e-03    2.73816e-03   -5.77434e-07
1670.558    2.88914e-03    2.90260e-03   -1.34631e-05
1675.466    3.06488e-03    3.08371e-03   -1.88305e-05
1680.366    2.91345e-03    2.95587e-03   -4.24159e-05
1685.259    3.01787e-03    3.00897e-03    8.90032e-06
1690.145    2.90447e-03    2.88495e-03    1.95247e-05
1695.024    2.92955e-03    2.91504e-03    1.45074e-05
1699.896    2.70964e-03    2.70514e-03    4.50234e-06
1704.761    2.67868e-03    2.66055e-03    1.81308e-05
1709.619    2.70312e-03    2.66073e-03    4.23948e-05
1714.471    2.57441e-03    2.56841e-03    5.99680e-06
1719.315    2.47551e-03    2.46661e-03    8.90287e-06
1724.153    2.73929e-03    2.71590e-03    2.33857e-05
1728.985    3.02811e-03    3.04258e-03   -1.44694e-05
1733.811    2.58516e-03    2.56623e-03    1.89279e-05
1738.630    2.38853e-03    2.40185e-03   -1.33238e-05
1743.442    2.21808e-03    2.19015e-03    2.79309e-05
1748.249    2.14093e-03    2.15187e-03   -1.09410e-05
1753.050    2.02937e-03    2.05101e-03   -2.16391e-05
1757.844    2.01862e-03    2.04051e-03   -2.18939e-05
1762.633    2.04630e-03    2.03705e-03    9.25428e-06
1767.416    1.69554e-03    1.69741e-03   -1.86816e-06
1772.193    1.57958e-03    1.57918e-03    4.03614e-07
1776.965    1.33851e-03    1.31160e-03    2.69088e-05
1781.731    1.19037e-03    1.18477e-03    5.60363e-06
1786.492    1.11942e-03    1.12260e-03   -3.17990e-06
1791.247    9.71298e-04    9.62051e-04    9.24689e-06
1795.997    7.78527e-04    7.78443e-04    8.41136e-08
1800.742    6.47016e-04    6.49786e-04   -2.76986e-06
1805.481    6.15518e-04    6.11216e-04    4.30155e-06
1810.216    5.76542e-04    5.73807e-04    2.73504e-06
1814.946    5.18548e-04    5.27881e-04   -9.33302e-06
1819.671    4.90894e-04    4.88150e-04    2.74446e-06
1824.391    4.88559e-04    4.85485e-04    3.07364e-06
1829.106    4.37118e-04    4.30448e-04    6.67010e-06
1833.817    3.62704e-04    3.67258e-04   -4.55363e-06
1838.524    3.29930e-04    3.26625e-04    3.30545e-06
1843.226    3.59792e-04    3.60905e-04   -1.11350e-06
1847.924    3.48202e-04    3.44761e-04    3.44131e-06
1852.617    3.40025e-04    3.39926e-04    9.89214e-08
1857.307    3.46934e-04    3.47355e-04   -4.20729e-07
1861.992    3.86922e-04    3.83506e-04    3.41591e-06
1866.673    3.33885e-04    3.38131e-04   -4.24592e-06
1871.351    2.38423e-04    2.41626e-04   -3.20287e-06
1876.025    2.74588e-04    2.75581e-04   -9.92914e-07
1880.695    3.68603e-04    3.66558e-04    2.04507e-06
1885.361    3.70284e-04    3.71322e-04   -1.03776e-06
1890.024    3.59287e-04    3.53390e-04    5.89716e-06
1894.684    3.23666e-04    3.23948e-04   -2.82017e-07
1899.340    2.84836e-04    2.81673e-04    3.16305e-06
1903.993    2.64917e-04    2.69005e-04   -4.08757e-06
1908.643    2.78281e-04    2.78086e-04    1.95457e-07
1913.290    2.73273e-04    2.74345e-04   -1.07218e-06
1917.934    2.80738e-04    2.80787e-04   -4.85087e-08
1922.575    2.83122e-04    2.78442e-04    4.68026e-06
1927.213    2.65028e-04    2.65651e-04   -6.23428e-07
1931.849    2.50951e-04    2.56183e-04   -5.23234e-06
1936.481    2.54816e-04    2.50858e-04    3.95752e-06
1941.112    2.33634e-04    2.36776e-04   -3.14173e-06
1945.740    2.17528e-04    2.15795e-04    1.73282e-06
1950.366    2.18242e-04    2.23567e-04   -5.32532e-06
1954.989    2.18242e-04    2.18803e-04   -5.60686e-07
1959.610    2.35433e-04    2.37873e-04   -2.44045e-06
1964.229    3.29239e-04    3.23275e-04    5.96447e-06
1968.847    4.31707e-04    4.40120e-04   -8.41310e-06
1973.462    5.07561e-04    5.10650e-04   -3.08852e-06
1978.076    5.90601e-04    5.85442e-04    5.15896e-06
1982.688    6.69999e-04    6.63234e-04    6.76453e-06
1987.298    6.86395e-04    6.91504e-04   -5.10890e-06
1991.907    6.99336e-04    6.85130e-04    1.42065e-05
