 lambda     Rad_up_noisy   Rad_up_pure    Rad_up_noise
 894.195    2.99360e-02    2.95701e-02    3.65891e-04
 900.842    2.51962e-02    2.54268e-02   -2.30570e-04
 907.472    2.61774e-02    2.60715e-02    1.05916e-04
 914.084    2.53473e-02    2.53036e-02    4.36655e-05
 920.678    2.64503e-02    2.64340e-02    1.63273e-05
 927.255    2.45216e-02    2.46497e-02   -1.28090e-04
 933.815    1.90474e-02    1.89601e-02    8.73079e-05
 940.358    2.05259e-02    2.07168e-02   -1.90881e-04
 946.883    1.98793e-02    1.97208e-02    1.58453e-04
 953.391    1.99959e-02    1.99944e-02    1.45798e-06
 959.883    2.09340e-02    2.10758e-02   -1.41761e-04
 966.357    2.21519e-02    2.19709e-02    1.80999e-04
 972.814    2.32508e-02    2.30645e-02    1.86297e-04
 979.255    2.31095e-02    2.30731e-02    3.64258e-05
 985.679    2.43806e-02    2.40989e-02    2.81661e-04
 992.086    2.42141e-02    2.42652e-02   -5.10535e-05
 998.476    2.38536e-02    2.39391e-02   -8.54818e-05
1004.850    2.29744e-02    2.26433e-02    3.31090e-04
1011.208    2.30829e-02    2.29984e-02    8.44667e-05
1017.548    2.30549e-02    2.28472e-02    2.07698e-04
1023.873    2.20393e-02    2.23346e-02   -2.95341e-04
1030.181    2.26659e-02    2.23183e-02    3.47621e-04
1036.473    2.17653e-02    2.19204e-02   -1.55114e-04
1042.749    2.16315e-02    2.15625e-02    6.90064e-05
1049.009    2.15441e-02    2.14657e-02    7.83530e-05
1055.253    2.09661e-02    2.10393e-02   -7.32249e-05
1061.481    2.01826e-02    2.04331e-02   -2.50472e-04
1067.693    1.99434e-02    1.96575e-02    2.85930e-04
1073.889    1.93822e-02    1.93953e-02   -1.31068e-05
1080.069    1.85288e-02    1.89247e-02   -3.95876e-04
1086.234    1.86914e-02    1.82471e-02    4.44336e-04
1092.383    1.74334e-02    1.76176e-02   -1.84156e-04
1098.516    1.65647e-02    1.62021e-02    3.62574e-04
1104.634    1.55234e-02    1.56654e-02   -1.41983e-04
1110.737    1.51147e-02    1.51529e-02   -3.81812e-05
1116.824    1.29280e-02    1.28163e-02    1.11706e-04
1122.896    1.14151e-02    1.14621e-02   -4.70327e-05
1128.953    1.17948e-02    1.16976e-02    9.72179e-05
1134.995    1.13417e-02    1.13136e-02    2.80567e-05
1141.021    1.20133e-02    1.22682e-02   -2.54899e-04
1147.033    1.19063e-02    1.18144e-02    9.19096e-05
1153.030    1.22126e-02    1.23190e-02   -1.06370e-04
1159.012    1.38809e-02    1.37388e-02    1.42114e-04
1164.979    1.49911e-02    1.48864e-02    1.04740e-04
1170.931    1.47250e-02    1.51305e-02   -4.05487e-04
1176.869    1.46690e-02    1.49175e-02   -2.48488e-04
1182.792    1.40763e-02    1.43006e-02   -2.24310e-04
1188.701    1.38400e-02    1.41613e-02   -3.21321e-04
1194.595    1.42399e-02    1.44564e-02   -2.16483e-04
1200.475    1.40740e-02    1.39390e-02    1.34989e-04
1206.341    1.41862e-02    1.42151e-02   -2.88869e-05
1212.193    1.38213e-02    1.40158e-02   -1.94475e-04
1218.030    1.40359e-02    1.43645e-02   -3.28624e-04
1223.854    1.39942e-02    1.43278e-02   -3.33626e-04
1229.663    1.44994e-02    1.44873e-02    1.21159e-05
1235.458    1.42612e-02    1.45117e-02   -2.50522e-04
1241.240    1.40862e-02    1.44293e-02   -3.43077e-04
1247.008    1.39359e-02    1.42759e-02   -3.40022e-04
1252.762    1.37612e-02    1.38178e-02   -5.65907e-05
1258.503    1.28802e-02    1.31688e-02   -2.88582e-04
1264.230    1.26086e-02    1.23553e-02    2.53286e-04
1269.944    1.22618e-02    1.22461e-02    1.57387e-05
1275.644    1.26026e-02    1.26206e-02   -1.80136e-05
1281.331    1.17618e-02    1.20093e-02   -2.47541e-04
1287.004    1.24252e-02    1.26413e-02   -2.16078e-04
1292.665    1.21458e-02    1.23343e-02   -1.88542e-04
1298.312    1.11470e-02    1.18771e-02   -7.30058e-04
1303.947    1.15853e-02    1.13501e-02    2.35169e-04
1309.568    1.12386e-02    1.09312e-02    3.07413e-04
1315.177    1.01152e-02    1.02336e-02   -1.18420e-04
1320.772    9.70246e-03    9.76976e-03   -6.72979e-05
1326.355    9.77012e-03    9.48136e-03    2.88757e-04
1331.926    8.13679e-03    8.23878e-03   -1.01992e-04
1337.483    8.80609e-03    8.54263e-03    2.63463e-04
1343.029    8.38468e-03    8.31959e-03    6.50889e-05
1348.562    7.01679e-03    7.00280e-03    1.39916e-05
1354.082    5.89478e-03    5.79939e-03    9.53934e-05
1359.590    4.28108e-03    4.25338e-03    2.76957e-05
1365.086    4.20683e-03    4.20110e-03    5.72505e-06
1370.570    4.62041e-03    4.66737e-03   -4.69553e-05
1376.042    5.76186e-03    5.64643e-03    1.15429e-04
1381.502    4.15782e-03    4.19338e-03   -3.55587e-05
1386.950    5.17773e-03    5.16919e-03    8.53727e-06
1392.386    5.31042e-03    5.23514e-03    7.52844e-05
1397.810    5.25616e-03    5.32827e-03   -7.21092e-05
1403.223    5.33201e-03    5.40055e-03   -6.85393e-05
1408.624    5.42828e-03    5.53338e-03   -1.05100e-04
1414.014    5.74614e-03    5.74688e-03   -7.44250e-07
1419.392    5.69868e-03    5.76494e-03   -6.62620e-05
1424.759    5.59852e-03    5.62787e-03   -2.93547e-05
1430.115    5.32525e-03    5.39582e-03   -7.05663e-05
1435.459    5.14747e-03    5.20112e-03   -5.36504e-05
