 lambda   Irr_dw       Irr_up       Rad_dw       Rad_up       Act_dw       Act_up       Irr_dw_dir   Irr_up_diff  Act_dw_dir   Act_up_diff
 400.000  1.44245e+00  3.69390e-01  2.93591e-02  9.00199e-02  1.52003e-01  6.87922e-02  1.30846e+00  1.33984e-01  1.20237e-01  3.17657e-02
 401.000  1.42920e+00  3.65162e-01  2.88197e-02  8.90339e-02  1.50469e-01  6.80065e-02  1.29769e+00  1.31506e-01  1.19247e-01  3.12216e-02
 402.000  1.50990e+00  3.84568e-01  3.01612e-02  9.37720e-02  1.58826e-01  7.16387e-02  1.37226e+00  1.37635e-01  1.26100e-01  3.27268e-02
 403.000  1.40961e+00  3.56437e-01  2.78771e-02  8.67430e-02  1.48129e-01  6.64810e-02  1.28242e+00  1.27192e-01  1.17844e-01  3.02853e-02
 404.000  1.51003e+00  3.80553e-01  2.95874e-02  9.26037e-02  1.58543e-01  7.10011e-02  1.37507e+00  1.34961e-01  1.26358e-01  3.21857e-02
 405.000  1.38055e+00  3.47138e-01  2.68015e-02  8.45175e-02  1.44827e-01  6.47688e-02  1.25825e+00  1.22300e-01  1.15623e-01  2.92040e-02
 406.000  1.36581e+00  3.41524e-01  2.62648e-02  8.30558e-02  1.43151e-01  6.37760e-02  1.24601e+00  1.19806e-01  1.14498e-01  2.86531e-02
 407.000  1.32612e+00  3.30314e-01  2.52622e-02  8.02998e-02  1.38867e-01  6.17099e-02  1.21087e+00  1.15255e-01  1.11269e-01  2.75984e-02
 408.000  1.43220e+00  3.55168e-01  2.70359e-02  8.62924e-02  1.49842e-01  6.63910e-02  1.30891e+00  1.23287e-01  1.20278e-01  2.95638e-02
 409.000  1.58040e+00  3.90234e-01  2.95590e-02  9.47572e-02  1.65206e-01  7.29866e-02  1.44564e+00  1.34761e-01  1.32842e-01  3.23631e-02
 410.000  1.31725e+00  3.23473e-01  2.44050e-02  7.84554e-02  1.37578e-01  6.05519e-02  1.20599e+00  1.11258e-01  1.10820e-01  2.67576e-02
 411.000  1.54226e+00  3.77803e-01  2.83209e-02  9.16528e-02  1.60946e-01  7.07296e-02  1.41311e+00  1.29157e-01  1.29853e-01  3.10931e-02
 412.000  1.59323e+00  3.88665e-01  2.89857e-02  9.42328e-02  1.66126e-01  7.28014e-02  1.46104e+00  1.32191e-01  1.34257e-01  3.18690e-02
 413.000  1.50054e+00  3.64239e-01  2.70543e-02  8.82149e-02  1.56326e-01  6.82770e-02  1.37717e+00  1.23371e-01  1.26551e-01  2.97753e-02
 414.000  1.46845e+00  3.56203e-01  2.62463e-02  8.63692e-02  1.52866e-01  6.67476e-02  1.34880e+00  1.19642e-01  1.23944e-01  2.89223e-02
 415.000  1.56141e+00  3.76817e-01  2.76539e-02  9.12610e-02  1.62407e-01  7.06666e-02  1.43540e+00  1.26009e-01  1.31901e-01  3.05057e-02
 416.000  1.54738e+00  3.72487e-01  2.71669e-02  9.02282e-02  1.60823e-01  6.98641e-02  1.42358e+00  1.23796e-01  1.30815e-01  3.00078e-02
 417.000  1.49598e+00  3.58567e-01  2.60258e-02  8.67909e-02  1.55358e-01  6.72930e-02  1.37732e+00  1.18662e-01  1.26564e-01  2.87938e-02
 418.000  1.45916e+00  3.47983e-01  2.51598e-02  8.41361e-02  1.51406e-01  6.53566e-02  1.34450e+00  1.14658e-01  1.23548e-01  2.78581e-02
 419.000  1.48954e+00  3.54129e-01  2.54690e-02  8.56089e-02  1.54439e-01  6.65298e-02  1.37459e+00  1.14947e-01  1.26313e-01  2.81256e-02
