   630.512         5.212180e-01        -3.911384e+02         5.451078e+02        -1.440327e+01
   631.338         4.860840e-01        -3.619709e+02         5.360470e+02        -4.262923e+01
   632.164         4.947333e-01        -3.701061e+02         6.101721e+02        -1.051833e+02
   632.991         4.912285e-01        -3.760414e+02         6.485624e+02        -1.390035e+02
   633.817         5.280902e-01        -4.141760e+02         6.730433e+02        -1.171716e+02
   634.643         4.828195e-01        -3.826374e+02         5.540120e+02        -4.357568e+01
   635.470         4.996053e-01        -3.923630e+02         5.284685e+02        -4.330491e+00
   636.296         4.559565e-01        -3.473721e+02         4.821653e+02        -1.311092e+01
   637.122         4.715473e-01        -3.455794e+02         5.286934e+02        -5.489059e+01
   637.948         5.015412e-01        -3.579116e+02         5.840345e+02        -8.815197e+01
   638.775         4.756426e-01        -3.314493e+02         5.003312e+02        -3.772747e+01
   639.601         4.653087e-01        -3.078050e+02         3.452406e+02         9.127200e+01
   640.427         4.724605e-01        -2.874789e+02         1.849477e+02         2.346130e+02
   641.253         4.477230e-01        -2.513679e+02         8.471612e+01         2.936657e+02
   642.079         4.618598e-01        -2.488502e+02         7.865407e+01         3.026975e+02
   642.905         4.485924e-01        -2.429522e+02         1.255254e+02         2.466511e+02
   643.732         4.790931e-01        -2.695978e+02         2.308926e+02         1.764747e+02
   644.558         4.886711e-01        -2.909949e+02         3.653454e+02         6.535942e+01
   645.384         5.216659e-01        -3.278674e+02         5.223650e+02        -4.662830e+01
   646.210         5.292706e-01        -3.415171e+02         5.917399e+02        -1.016134e+02
   647.036         5.178345e-01        -3.330836e+02         5.382093e+02        -6.123148e+01
   647.862         5.152739e-01        -3.291911e+02         4.543030e+02         1.652429e+01
   648.688         5.309856e-01        -3.399828e+02         4.381408e+02         4.723952e+01
   649.514         5.434697e-01        -3.464611e+02         4.999145e+02        -3.089893e+00
   650.340         5.264587e-01        -3.312857e+02         5.667853e+02        -8.734384e+01
   651.166         5.231435e-01        -3.277285e+02         6.092520e+02        -1.329420e+02
   651.992         5.227919e-01        -3.285616e+02         5.894958e+02        -1.126342e+02
   652.818         5.269343e-01        -3.315568e+02         5.538177e+02        -7.343131e+01
   653.644         5.320602e-01        -3.376145e+02         5.541109e+02        -6.694572e+01
   654.470         5.407028e-01        -3.513990e+02         5.825443e+02        -8.039021e+01
   655.296         5.757050e-01        -3.852378e+02         6.287225e+02        -8.459889e+01
   656.122         5.904785e-01        -4.080881e+02         6.636625e+02        -9.397425e+01
