   630.512         4.359743e-01        -1.824549e+02         2.492508e+02         7.515066e-01
   631.338         4.537072e-01        -1.900342e+02         2.481698e+02         8.610438e+00
   632.164         4.464820e-01        -1.868663e+02         2.351210e+02         1.463907e+01
   632.991         4.657486e-01        -1.944847e+02         2.367086e+02         2.086153e+01
   633.817         4.657446e-01        -1.940472e+02         2.293568e+02         2.561885e+01
   634.643         4.652427e-01        -1.934391e+02         2.290512e+02         2.534157e+01
   635.470         4.621365e-01        -1.911535e+02         2.397001e+02         1.610710e+01
   636.296         4.477744e-01        -1.833734e+02         2.497337e+02         2.355344e+00
   637.122         4.171106e-01        -1.691297e+02         2.421807e+02        -5.472467e+00
   637.948         4.386926e-01        -1.773554e+02         2.519796e+02        -4.208520e+00
   638.775         4.371501e-01        -1.776059e+02         2.398857e+02         4.078306e+00
   639.601         4.293330e-01        -1.756809e+02         2.235056e+02         1.311189e+01
   640.427         4.294032e-01        -1.761723e+02         2.173066e+02         1.767867e+01
   641.253         4.233921e-01        -1.729669e+02         2.186539e+02         1.391126e+01
   642.079         4.643042e-01        -1.883556e+02         2.537595e+02         4.756445e+00
   642.905         4.530978e-01        -1.831882e+02         2.594684e+02        -3.926574e+00
   643.732         4.737920e-01        -1.912792e+02         2.718246e+02        -4.644098e+00
   644.558         4.492685e-01        -1.796607e+02         2.478845e+02         1.293206e+00
   645.384         4.651364e-01        -1.820233e+02         2.439812e+02         7.522738e+00
   646.210         4.804005e-01        -1.829490e+02         2.436523e+02         1.031230e+01
   647.036         4.876434e-01        -1.808561e+02         2.455080e+02         8.654428e+00
   647.862         4.965557e-01        -1.798383e+02         2.527735e+02         4.160913e+00
   648.688         4.915751e-01        -1.750171e+02         2.548077e+02        -9.556915e-01
   649.514         4.888671e-01        -1.734426e+02         2.567721e+02        -3.679202e+00
   650.340         4.856052e-01        -1.745942e+02         2.556785e+02        -2.625905e+00
   651.166         4.828266e-01        -1.779120e+02         2.544710e+02        -3.565608e-02
   651.992         4.879933e-01        -1.844123e+02         2.595027e+02         1.315467e+00
   652.818         4.834764e-01        -1.863493e+02         2.592485e+02         2.161982e+00
   653.644         4.958050e-01        -1.940237e+02         2.651454e+02         4.586642e+00
   654.470         5.094625e-01        -2.018389e+02         2.703215e+02         7.763813e+00
