   630.512         3.405660e-02         1.043867e-06         3.364231e-02         2.765009e-02        -2.882383e-06        -3.521587e-06        -2.360796e-06
   631.338         3.351160e-02         1.010725e-06         3.355280e-02         2.752731e-02        -2.490556e-06        -3.511371e-06        -1.614235e-06
   632.164         3.400710e-02         1.040835e-06         3.354054e-02         2.747426e-02        -1.648969e-06        -3.411307e-06        -3.533999e-07
   632.991         3.400430e-02         1.040663e-06         3.364286e-02         2.750635e-02        -9.078034e-07        -3.307113e-06         9.125197e-07
   633.817         3.360770e-02         1.016530e-06         3.375797e-02         2.754609e-02        -7.799305e-07        -3.272626e-06         9.250276e-07
   634.643         3.394580e-02         1.037086e-06         3.379726e-02         2.753329e-02        -1.324093e-06        -3.334626e-06        -1.015430e-06
   635.470         3.324380e-02         9.946352e-07         3.380710e-02         2.750401e-02        -2.222319e-06        -3.454457e-06        -3.933999e-06
   636.296         3.373870e-02         1.024470e-06         3.389349e-02         2.753686e-02        -3.070684e-06        -3.554918e-06        -5.924209e-06
   637.122         3.300780e-02         9.805634e-07         3.406298e-02         2.763954e-02        -3.534162e-06        -3.572335e-06        -5.928632e-06
   637.948         3.441200e-02         1.065767e-06         3.418400e-02         2.771279e-02        -3.452098e-06        -3.490055e-06        -4.493093e-06
   638.775         3.444030e-02         1.067521e-06         3.414193e-02         2.766049e-02        -2.982956e-06        -3.354344e-06        -2.951135e-06
   639.601         3.347470e-02         1.008500e-06         3.397418e-02         2.750518e-02        -2.539645e-06        -3.237164e-06        -2.172516e-06
   640.427         3.346310e-02         1.007801e-06         3.380351e-02         2.735285e-02        -2.433017e-06        -3.176265e-06        -2.147042e-06
   641.253         3.324680e-02         9.948147e-07         3.369779e-02         2.727570e-02        -2.639395e-06        -3.170590e-06        -2.491265e-06
   642.079         3.344970e-02         1.006994e-06         3.363717e-02         2.726882e-02        -2.918171e-06        -3.186371e-06        -2.929830e-06
   642.905         3.294290e-02         9.767112e-07         3.355769e-02         2.728587e-02        -3.063767e-06        -3.167367e-06        -3.187082e-06
   643.732         3.298410e-02         9.791558e-07         3.337905e-02         2.727715e-02        -3.017768e-06        -3.088604e-06        -3.025496e-06
   644.558         3.191820e-02         9.168943e-07         3.303435e-02         2.721566e-02        -2.765646e-06        -2.956569e-06        -2.574320e-06
   645.384         3.269280e-02         9.619373e-07         3.253202e-02         2.712003e-02        -2.326123e-06        -2.779480e-06        -2.153906e-06
   646.210         3.197080e-02         9.199188e-07         3.199838e-02         2.705089e-02        -1.909389e-06        -2.614862e-06        -1.978465e-06
   647.036         3.158520e-02         8.978624e-07         3.159039e-02         2.704039e-02        -1.718670e-06        -2.522577e-06        -1.997074e-06
   647.862         3.113850e-02         8.726456e-07         3.135916e-02         2.702766e-02        -1.604871e-06        -2.443153e-06        -1.879952e-06
   648.688         3.124280e-02         8.785013e-07         3.125362e-02         2.692742e-02        -1.305864e-06        -2.292847e-06        -1.458343e-06
   649.514         3.123560e-02         8.780964e-07         3.124126e-02         2.677495e-02        -9.135294e-07        -2.135536e-06        -1.009380e-06
   650.340         3.130910e-02         8.822338e-07         3.133844e-02         2.671705e-02        -8.189866e-07        -2.109033e-06        -9.139688e-07
   651.166         3.136500e-02         8.853869e-07         3.151199e-02         2.681170e-02        -1.266757e-06        -2.248654e-06        -1.153221e-06
   651.992         3.128810e-02         8.810507e-07         3.165404e-02         2.694454e-02        -2.114437e-06        -2.490010e-06        -1.327468e-06
   652.818         3.145570e-02         8.905150e-07         3.162338e-02         2.694440e-02        -3.000616e-06        -2.766778e-06        -1.210803e-06
   653.644         3.137060e-02         8.857031e-07         3.124607e-02         2.666007e-02        -3.635217e-06        -3.024428e-06        -1.011337e-06
   654.470         3.054590e-02         8.397468e-07         3.043535e-02         2.602152e-02        -3.901743e-06        -3.224523e-06        -1.110969e-06
   655.296         2.931130e-02         7.732371e-07         2.944226e-02         2.520886e-02        -3.787311e-06        -3.406792e-06        -1.785380e-06
   656.122         2.881860e-02         7.474605e-07         2.884280e-02         2.467164e-02        -3.397802e-06        -3.678747e-06        -2.951084e-06
   656.948         2.906060e-02         7.600666e-07         2.904893e-02         2.475078e-02        -2.981778e-06        -4.067673e-06        -3.990767e-06
   657.774         2.984880e-02         8.018558e-07         2.987898e-02         2.531494e-02        -2.675056e-06        -4.434667e-06        -4.227732e-06
   658.599         3.095880e-02         8.626026e-07         3.079536e-02         2.594237e-02        -2.360086e-06        -4.623937e-06        -3.694950e-06
   659.425         3.156830e-02         8.969018e-07         3.146212e-02         2.636895e-02        -2.041797e-06        -4.660694e-06        -3.115288e-06
   660.251         3.159810e-02         8.985959e-07         3.187626e-02         2.660053e-02        -2.063105e-06        -4.727753e-06        -3.162142e-06
   661.077         3.213430e-02         9.293519e-07         3.212811e-02         2.673073e-02        -2.598426e-06        -4.953599e-06        -3.763947e-06
   661.903         3.228560e-02         9.381240e-07         3.223493e-02         2.679301e-02        -3.235966e-06        -5.231353e-06        -4.072908e-06
   662.728         3.227490e-02         9.375023e-07         3.219290e-02         2.677249e-02        -3.467401e-06        -5.283253e-06        -3.320297e-06
   663.554         3.222080e-02         9.343620e-07         3.206796e-02         2.668834e-02        -3.364408e-06        -4.950161e-06        -1.749433e-06
   664.380         3.197720e-02         9.202872e-07         3.196437e-02         2.660396e-02        -3.341492e-06        -4.344664e-06        -3.966946e-07
   665.206         3.200250e-02         9.217440e-07         3.192171e-02         2.655339e-02        -3.464905e-06        -3.711375e-06         2.000252e-07
   666.031         3.175550e-02         9.075706e-07         3.190208e-02         2.651719e-02        -3.368830e-06        -3.260408e-06         8.128630e-07
   666.857         3.198510e-02         9.207420e-07         3.188216e-02         2.647421e-02        -2.546613e-06        -3.071931e-06         2.866731e-06
   667.683         3.188350e-02         9.149018e-07         3.188363e-02         2.641552e-02        -5.152031e-07        -3.007876e-06         7.083099e-06
   668.508         3.194630e-02         9.185095e-07         3.189391e-02         2.632360e-02         2.524139e-06        -2.859656e-06         1.212692e-05
   669.334         3.179210e-02         9.096639e-07         3.184770e-02         2.620888e-02         5.016355e-06        -2.633708e-06         1.478704e-05
  1182.792         6.365280e-03         3.646511e-08         6.202835e-03         8.121631e-03        -5.962315e-07        -1.679085e-06        -1.158913e-06
  1188.701         6.262120e-03         3.529273e-08         6.143825e-03         8.054523e-03        -6.722394e-07        -1.780774e-06        -1.225462e-06
  1194.595         6.410880e-03         3.698944e-08         6.356365e-03         8.151473e-03        -6.380530e-07        -2.038880e-06        -1.607526e-06
  1200.475         6.249630e-03         3.515209e-08         6.081185e-03         7.899721e-03        -6.181766e-07        -2.121917e-06        -1.531990e-06
  1206.341         6.349590e-03         3.628556e-08         6.386541e-03         7.880058e-03        -5.625569e-07        -1.887810e-06        -1.428754e-06
  1212.193         6.260000e-03         3.526884e-08         6.288349e-03         7.785457e-03        -4.028438e-07        -1.776419e-06        -1.102778e-06
  1218.030         6.842990e-03         4.214386e-08         6.686784e-03         7.745835e-03        -5.666576e-07        -1.937207e-06        -1.590778e-06
  1223.854         6.774350e-03         4.130264e-08         6.753347e-03         7.639917e-03        -4.956573e-07        -2.112900e-06        -1.016897e-06
  1229.663         6.831170e-03         4.199840e-08         7.010457e-03         7.540363e-03        -3.575828e-07        -2.083288e-06        -9.195847e-07
  1235.458         7.347430e-03         4.858625e-08         7.123909e-03         7.461281e-03        -8.802475e-07        -2.237736e-06        -1.565942e-06
  1241.240         7.175790e-03         4.634277e-08         7.163711e-03         7.338581e-03        -6.184920e-07        -2.267614e-06        -1.850983e-06
  1247.008         6.959660e-03         4.359318e-08         7.117005e-03         7.207027e-03        -7.589381e-07        -2.105049e-06        -9.792363e-07
  1252.762         6.498120e-03         3.800301e-08         6.766886e-03         7.099116e-03        -3.587939e-07        -1.977749e-06        -9.989160e-07
  1258.503         6.220070e-03         3.482034e-08         6.222784e-03         7.032672e-03        -1.352552e-06        -3.035132e-06        -2.583996e-06
  1264.230         5.542790e-03         2.765027e-08         5.611253e-03         6.769074e-03        -6.084981e-07        -1.930939e-06        -1.099689e-06
  1269.944         5.600410e-03         2.822813e-08         5.598436e-03         6.659283e-03        -4.340126e-07        -2.015844e-06        -1.148078e-06
  1275.644         5.936680e-03         3.171975e-08         5.903959e-03         6.746686e-03        -6.809906e-07        -2.054991e-06        -6.955452e-07
  1281.331         5.791560e-03         3.018795e-08         5.727226e-03         6.306715e-03        -3.314179e-07        -1.768702e-06        -1.016592e-06
  1287.004         6.210380e-03         3.471194e-08         6.067016e-03         6.619494e-03        -3.699989e-07        -2.163188e-06         7.680175e-09
  1292.665         5.847620e-03         3.077519e-08         5.750506e-03         6.609655e-03        -2.999729e-07        -1.847244e-06        -1.218331e-06
  1298.312         5.401000e-03         2.625372e-08         5.303180e-03         6.610324e-03         5.759218e-08        -1.569610e-06        -9.653988e-07
  1503.952         2.546370e-03         5.835600e-09         2.529791e-03         2.904629e-03        -5.043229e-06        -1.350155e-05        -7.938777e-06
  1509.148         2.977640e-03         7.979706e-09         3.014068e-03         3.005984e-03        -5.411373e-06        -1.458532e-05        -8.794629e-06
  1514.333         3.155360e-03         8.960667e-09         3.195166e-03         2.974303e-03        -5.725262e-06        -1.464258e-05        -9.081544e-06
  1519.509         3.273310e-03         9.643103e-09         3.249587e-03         2.983018e-03        -5.271262e-06        -1.445380e-05        -8.512870e-06
  1524.675         3.453390e-03         1.073331e-08         3.472007e-03         2.917833e-03        -5.177435e-06        -1.442269e-05        -8.520731e-06
  1529.831         3.405560e-03         1.043806e-08         3.369496e-03         2.933534e-03        -5.152447e-06        -1.392282e-05        -8.171317e-06
  1534.978         3.257180e-03         9.548299e-09         3.231176e-03         3.025545e-03        -4.811088e-06        -1.342323e-05        -7.688600e-06
  1540.114         3.371290e-03         1.022904e-08         3.344683e-03         2.980875e-03        -4.434561e-06        -1.305224e-05        -7.733697e-06
  1545.242         3.397050e-03         1.038595e-08         3.423264e-03         3.057166e-03        -4.414050e-06        -1.286085e-05        -7.188293e-06
  1550.360         3.456340e-03         1.075166e-08         3.436340e-03         3.026667e-03        -4.279203e-06        -1.241939e-05        -7.275381e-06
  1555.468         3.333390e-03         1.000034e-08         3.308942e-03         3.032926e-03        -4.113845e-06        -1.189960e-05        -7.178770e-06
  1560.567         3.494290e-03         1.098906e-08         3.498984e-03         3.034476e-03        -3.998598e-06        -1.185239e-05        -7.010459e-06
  1565.657         3.331400e-03         9.988403e-09         3.332802e-03         3.066907e-03        -4.688267e-06        -1.119416e-05        -8.164184e-06
  1570.738         3.230340e-03         9.391587e-09         3.265428e-03         2.988475e-03        -3.616844e-06        -1.007689e-05        -6.996919e-06
  1575.809         3.173940e-03         9.066506e-09         3.196132e-03         2.850751e-03        -3.086667e-06        -9.356210e-06        -5.600103e-06
  1580.872         3.200270e-03         9.217555e-09         3.170241e-03         3.048610e-03        -3.303422e-06        -9.389694e-06        -5.843927e-06
  1585.926         3.216660e-03         9.312211e-09         3.231894e-03         3.055560e-03        -3.069846e-06        -9.136380e-06        -5.289541e-06
  1590.971         3.195200e-03         9.188373e-09         3.183443e-03         2.961271e-03        -2.983768e-06        -8.634914e-06        -5.257086e-06
  1596.007         3.262500e-03         9.579516e-09         3.280296e-03         3.051545e-03        -2.692236e-06        -8.461568e-06        -4.904785e-06
  1601.035         3.219780e-03         9.330285e-09         3.212425e-03         2.998612e-03        -2.905021e-06        -7.965957e-06        -4.999817e-06
  1606.054         3.323850e-03         9.943181e-09         3.368546e-03         2.950659e-03        -2.392822e-06        -7.808960e-06        -4.664767e-06
  1611.064         3.181080e-03         9.107343e-09         3.186035e-03         2.926255e-03        -2.373169e-06        -7.423349e-06        -4.491962e-06
  1616.066         3.149850e-03         8.929400e-09         3.136064e-03         2.990616e-03        -2.061959e-06        -7.342382e-06        -4.101313e-06
  1621.060         3.276580e-03         9.662379e-09         3.292471e-03         2.970922e-03        -1.796817e-06        -7.205439e-06        -3.946918e-06
  1626.045         3.434540e-03         1.061646e-08         3.419869e-03         3.035284e-03        -2.203454e-06        -7.416738e-06        -3.971029e-06
  1631.023         3.408240e-03         1.045449e-08         3.402302e-03         3.005883e-03        -2.391090e-06        -7.325017e-06        -4.440555e-06
  1635.992         3.115010e-03         8.732959e-09         3.113233e-03         2.971405e-03        -2.031260e-06        -6.833458e-06        -3.990368e-06
  1640.954         2.836830e-03         7.242844e-09         2.847762e-03         2.887825e-03        -1.872339e-06        -6.349307e-06        -3.805020e-06
  1645.907         3.110490e-03         8.707633e-09         3.131903e-03         2.883847e-03        -1.900688e-06        -6.498111e-06        -3.845594e-06
