      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8434983504e-03  3.7139923995e-04  4.8577169191e-03
 1.6000000000e+01  4.4222932420e+00  1.3950035757e+00  4.6371017343e+00
 6.0000000000e+01  4.1320263832e+00  1.1103877347e+01  1.1847773385e+01
 8.0000000000e+00  4.2803654928e-01  7.8391269921e+00  7.8508042446e+00
