      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  5.0781860166e-03  5.5329751656e-04  5.1082395559e-03
 1.6000000000e+01  4.1829005408e+00  1.1859897764e+00  4.3477843419e+00
 6.0000000000e+01  2.0967709209e+00  6.2260791603e+00  6.5696658975e+00
 8.0000000000e+00  1.4326778855e+00  7.6869870260e+00  7.8193564608e+00
