      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  5.0927515907e-03  5.8010430922e-04  5.1256843225e-03
 1.6000000000e+01  4.2263866193e+00  1.2257970376e+00  4.4005593092e+00
 6.0000000000e+01  2.4152222536e+00  6.5242242889e+00  6.9569246874e+00
 8.0000000000e+00  2.0183209019e+00  7.3941254514e+00  7.6646402690e+00
