      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6282303975e-03  1.6701524305e-04  6.6303342520e-03
 1.6000000000e+01  3.2590283561e+00  7.2560591122e-01  3.3388276032e+00
 6.0000000000e+01  3.6532609690e+00  1.1119953403e+01  1.1704686215e+01
 8.0000000000e+00  2.7093541649e-01  7.8535525724e+00  7.8582246091e+00
