      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.0614023927e-03  5.2557927827e-04  4.0952683640e-03
 1.6000000000e+01  5.5046722937e+00  2.3338302466e+00  5.9789782305e+00
 6.0000000000e+01  6.4939161290e+00  1.3388041463e+01  1.4879872342e+01
 8.0000000000e+00  1.5329131676e+00  7.4798298789e+00  7.6352915987e+00
