      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.0946263212e-03  7.1254087381e-04  4.1561615954e-03
 1.6000000000e+01  6.7859547285e+00  3.8716069301e+00  7.8127153921e+00
 6.0000000000e+01  4.6950992125e+00  7.9227955989e+00  9.2094867782e+00
 8.0000000000e+00  2.3092171003e+00  7.1692187376e+00  7.5319440335e+00
