      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.1427138509e-03  7.8510455993e-04  4.2164519706e-03
 1.6000000000e+01  6.5613677698e+00  3.5197630405e+00  7.4458229143e+00
 6.0000000000e+01  5.2682273234e+00  9.8490190197e+00  1.1169484983e+01
 8.0000000000e+00  1.8063845586e+00  7.4490209156e+00  7.6649160318e+00
