      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  3.8910139406e-03  1.3132019928e-04  3.8932293126e-03
 1.6000000000e+01  7.5536780395e+00  9.8312138189e+00  1.2398016659e+01
 6.0000000000e+01  6.7806170533e+00  1.4300358232e+01  1.5826465593e+01
 8.0000000000e+00  1.6664531369e+00  7.4645166781e+00  7.6482727001e+00
