      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  3.9050439737e-03  1.5675920733e-04  3.9081890801e-03
 1.6000000000e+01  6.4191556490e+00  1.2672314101e+01  1.4205389960e+01
 6.0000000000e+01  3.5752522432e+00  7.9993215813e+00  8.7619389614e+00
 8.0000000000e+00  2.1958015158e+00  7.2827413278e+00  7.6065672642e+00
