      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6147759584e-03  2.0807351178e-04  6.6180477156e-03
 1.6000000000e+01  3.2413883492e+00  7.6304031454e-01  3.3299893321e+00
 6.0000000000e+01  3.6550407130e+00  1.1170301082e+01  1.1753082527e+01
 8.0000000000e+00  2.8257195215e-01  7.8511069843e+00  7.8561904118e+00
