      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.7257926314e-03  4.6367714508e-04  6.7417566714e-03
 1.6000000000e+01  4.0409644262e+00  1.1242111129e+00  4.1944301306e+00
 6.0000000000e+01  2.0172733056e+00  5.5517347118e+00  5.9068731068e+00
 8.0000000000e+00  1.2122164113e+00  7.7744631817e+00  7.8684017686e+00
