      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8152491575e-03  3.3588429064e-04  4.8269496274e-03
 1.6000000000e+01  4.2321735877e+00  1.2696758500e+00  4.4185257769e+00
 6.0000000000e+01  4.2138274646e+00  1.1603773271e+01  1.2345197286e+01
 8.0000000000e+00  4.2424902047e-01  7.8285218819e+00  7.8400090616e+00
