      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6565286571e-03  1.7098693028e-04  6.6587243743e-03
 1.6000000000e+01  3.4622826278e+00  8.3941492990e-01  3.5625859174e+00
 6.0000000000e+01  3.4216355974e+00  1.1181114633e+01  1.1692942940e+01
 8.0000000000e+00  2.5541489295e-01  7.8528919870e+00  7.8570445669e+00
