      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8381983321e-03  4.2091999670e-04  4.8564736944e-03
 1.6000000000e+01  4.9646298836e+00  1.7629445097e+00  5.2683510917e+00
 6.0000000000e+01  3.9520021004e+00  9.5587256334e+00  1.0343478928e+01
 8.0000000000e+00  1.5692642903e+00  7.5658633070e+00  7.7268931656e+00
