      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  3.8937533246e-03  1.4420052349e-04  3.8964225571e-03
 1.6000000000e+01  7.3025605241e+00  1.0836274274e+01  1.3067219687e+01
 6.0000000000e+01  5.6107332515e+00  1.1118810618e+01  1.2454247355e+01
 8.0000000000e+00  1.1517399177e+00  7.7392970551e+00  7.8245270621e+00
