      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.8824486663e-03  5.0116170374e-04  6.9006711773e-03
 1.6000000000e+01  3.6730443965e+00  9.0143708864e-01  3.7820423006e+00
 6.0000000000e+01  2.6527506179e+00  8.0290335443e+00  8.4559130493e+00
 8.0000000000e+00  1.8300857198e+00  7.4710639857e+00  7.6919445409e+00
