      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.5879915974e-03  2.5523015067e-04  6.5929337717e-03
 1.6000000000e+01  3.5175432185e+00  9.7865092571e-01  3.6511461116e+00
 6.0000000000e+01  3.3963999584e+00  1.0619519625e+01  1.1149427328e+01
 8.0000000000e+00  3.4451251960e-01  7.8573516597e+00  7.8649007610e+00
