      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6820245607e-03  4.5087848249e-04  6.6972190972e-03
 1.6000000000e+01  7.8842963440e+00  9.0153942942e+00  1.1976621524e+01
 6.0000000000e+01  3.0683650535e+00  5.1611024788e+00  6.0043186872e+00
 8.0000000000e+00  1.1170946288e+00  7.8164166027e+00  7.8958387089e+00
