      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6244659447e-03  2.3813254317e-04  6.6287446897e-03
 1.6000000000e+01  4.2396556364e+00  1.2747478377e+00  4.4271505469e+00
 6.0000000000e+01  3.0763979532e+00  8.8822318069e+00  9.3999077781e+00
 8.0000000000e+00  6.1565628286e-01  7.8632939627e+00  7.8873585314e+00
