      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.5872423205e-03  2.1700964448e-04  6.5908159264e-03
 1.6000000000e+01  2.8968580414e+00  5.8187065471e-01  2.9547182558e+00
 6.0000000000e+01  3.8216258164e+00  1.0740226118e+01  1.1399880743e+01
 8.0000000000e+00  3.1257948916e-01  7.8597698189e+00  7.8659829356e+00
