      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8318156763e-03  3.2548091626e-04  4.8427657961e-03
 1.6000000000e+01  4.0719374329e+00  1.1651601784e+00  4.2353598075e+00
 6.0000000000e+01  4.4405600693e+00  1.1916360544e+01  1.2716847972e+01
 8.0000000000e+00  3.8827362258e-01  7.8236793536e+00  7.8333080518e+00
