      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.8490529355e-03  5.4777345836e-04  6.8709229274e-03
 1.6000000000e+01  3.9512449563e+00  1.0568019273e+00  4.0901304403e+00
 6.0000000000e+01  1.7605923290e+00  5.5735377709e+00  5.8449985999e+00
 8.0000000000e+00  1.2052306907e+00  7.7768177512e+00  7.8696553516e+00
