      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.8339190436e-03  3.5707341157e-04  4.8470893061e-03
 1.6000000000e+01  4.3321630056e+00  1.3202585785e+00  4.5288761323e+00
 6.0000000000e+01  4.1680172621e+00  1.0324618197e+01  1.1134186490e+01
 8.0000000000e+00  3.0457595915e-01  7.8715330333e+00  7.8774233611e+00
