      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.2650762433e-03  6.1319598858e-04  4.3089308049e-03
 1.6000000000e+01  4.7917190274e+00  1.6343946721e+00  5.0627874912e+00
 6.0000000000e+01  3.5431777779e+00  3.9699714546e+00  5.3211636055e+00
 8.0000000000e+00  1.6442243292e+00  7.6266075548e+00  7.8018341714e+00
