      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.3867242322e-03  7.6599434405e-04  4.4530996872e-03
 1.6000000000e+01  5.1387342655e+00  1.8709003398e+00  5.4687162967e+00
 6.0000000000e+01  2.1256799766e+00  3.8670906361e+00  4.4128115019e+00
 8.0000000000e+00  3.4427802365e-01  7.9683856317e+00  7.9758195148e+00
