      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  5.0232066641e-03  4.9613224307e-04  5.0476482041e-03
 1.6000000000e+01  4.1014736116e+00  1.1360026085e+00  4.2558885927e+00
 6.0000000000e+01  2.2763836573e+00  6.7322955199e+00  7.1067380368e+00
 8.0000000000e+00  1.7125462476e+00  7.5562619000e+00  7.7478970406e+00
