      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.0445425266e-03  5.4810191029e-04  4.0815119690e-03
 1.6000000000e+01  6.1724232481e+00  2.9885992970e+00  6.8578811970e+00
 6.0000000000e+01  5.1732781319e+00  1.0022312068e+01  1.1278720930e+01
 8.0000000000e+00  1.6466845650e+00  7.5233244472e+00  7.7014271921e+00
