      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.3273159018e-03  9.0746031322e-04  4.4214417484e-03
 1.6000000000e+01  6.1651727222e+00  2.9074873165e+00  6.8163653944e+00
 6.0000000000e+01  2.5690093702e+00  4.7686470572e+00  5.4166229240e+00
 8.0000000000e+00  1.8971993331e+00  7.4912481292e+00  7.7277528327e+00
