      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  4.0920835635e-03  8.9898886263e-04  4.1896693026e-03
 1.6000000000e+01  7.6100596320e+00  5.6178133551e+00  9.4590081137e+00
 6.0000000000e+01  2.9026292386e+00  4.6455934246e+00  5.4778458141e+00
 8.0000000000e+00  2.2628228733e+00  7.2659118818e+00  7.6101145083e+00
