      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.7042789712e-03  4.3087513917e-04  6.7181105907e-03
 1.6000000000e+01  5.6876169500e+00  2.3931998598e+00  6.1706071127e+00
 6.0000000000e+01  2.5306016119e+00  5.9728665223e+00  6.4868389075e+00
 8.0000000000e+00  1.0812161625e+00  7.8102472588e+00  7.8847314878e+00
