      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.5903222743e-03  2.4936361279e-04  6.5950382782e-03
 1.6000000000e+01  3.3161338884e+00  8.2165769862e-01  3.4164111784e+00
 6.0000000000e+01  3.6208043897e+00  1.0359291469e+01  1.0973839080e+01
 8.0000000000e+00  3.0423278411e-01  7.8685622920e+00  7.8744415757e+00
