      Prior error       Noise error   Smoothing error       Total error 
 1.0000000000e+00  6.6313937458e-03  2.0617948932e-04  6.6345981788e-03
 1.6000000000e+01  3.8723190330e+00  1.0259777637e+00  4.0059312356e+00
 6.0000000000e+01  3.2283906924e+00  9.5326994627e+00  1.0064535037e+01
 8.0000000000e+00  2.5853747761e-01  7.8911164411e+00  7.8953505505e+00
